ID	adj.P.Val	P.Value	t	B	logFC	GeneSymbol
226_at	0.6716437	3.40e-01	0.9623541	-5.57794	0.07434573	ALDOA
64800_at	0.6716713	3.40e-01	-0.9622665	-5.57802	-0.05662682	EFCAB6
91450_at	0.6716713	3.40e-01	-0.9622169	-5.57807	-0.07097043	LOC91450
574030_at	0.6717199	3.40e-01	-0.9621132	-5.57816	-0.05900764	MIR362
54729_at	0.6717874	3.40e-01	0.9619666	-5.5783	0.06340962	NKX1-1
1369_at	0.6717874	3.40e-01	-0.9618821	-5.57837	-0.06846463	CPN1
2224_at	0.6717874	3.40e-01	-0.9618811	-5.57837	-0.05805438	FDPS
124538_at	0.6718493	3.40e-01	-0.9617637	-5.57848	-0.10220228	OR4D2
728635_at	0.6719183	3.40e-01	-0.9616391	-5.57859	-0.09773406	DHRS4L1
22803_at	0.6719903	3.40e-01	0.9615115	-5.57871	0.10106009	XRN2
222699_at	0.6723347	3.40e-01	-0.9611074	-5.57907	-0.08265671	TOB2P1
284355_at	0.6723786	3.40e-01	0.9610084	-5.57916	0.07933378	TPRX1
55131_at	0.6724669	3.40e-01	-0.9608643	-5.57929	-0.07660543	RBM28
4670_at	0.6725034	3.40e-01	0.9607727	-5.57938	0.1085901	HNRNPM
11017_at	0.6725149	3.40e-01	0.9607065	-5.57944	0.11644483	SNRNP27
3232_at	0.6726625	3.41e-01	-0.9605023	-5.57962	-0.08053328	HOXD3
102724784_at	0.6726785	3.41e-01	-0.9604304	-5.57969	-0.06697568	LOC102724784
100422887_at	0.6726785	3.41e-01	-0.960377	-5.57974	-0.05527993	MIR4280
54552_at	0.6726853	3.41e-01	0.9603156	-5.57979	0.08607835	GNL3L
441161_at	0.6728499	3.41e-01	-0.9600941	-5.57999	-0.09458207	OOEP
5082_at	0.6728987	3.41e-01	0.9599614	-5.58011	0.07810683	PDCL
390937_at	0.6728987	3.41e-01	0.9599356	-5.58013	0.07266894	LOC390937
286319_at	0.6729079	3.41e-01	-0.9598618	-5.5802	-0.06949222	TUSC1
90204_at	0.6729079	3.41e-01	-0.9598172	-5.58024	-0.05551839	ZSWIM1
677830_at	0.6729409	3.41e-01	0.9596784	-5.58037	0.11746248	SNORA76A
692223_at	0.6729409	3.41e-01	0.9596747	-5.58037	0.11842217	SNORD97
51706_at	0.6731074	3.41e-01	0.9594513	-5.58057	0.10258118	CYB5R1
100129098_at	0.6731243	3.41e-01	-0.9593031	-5.58071	-0.09179853	LOC100129098
10915_at	0.6731243	3.41e-01	-0.9592621	-5.58074	-0.12462685	TCERG1
64714_at	0.6731243	3.41e-01	0.9592527	-5.58075	0.07501871	PDIA2
27324_at	0.6731243	3.41e-01	-0.9592163	-5.58079	-0.06003956	TOX3
83903_at	0.6731649	3.41e-01	0.9591148	-5.58088	0.09929915	GSG2
1385_at	0.6731649	3.41e-01	0.9590661	-5.58092	0.1314731	CREB1
407003_at	0.6732046	3.41e-01	-0.9589713	-5.58101	-0.07991453	MIR219A2
5255_at	0.6732251	3.41e-01	-0.9588961	-5.58107	-0.09353757	PHKA1
5790_at	0.6732402	3.41e-01	-0.9587807	-5.58118	-0.21215374	PTPRCAP
55610_at	0.6732402	3.41e-01	0.9587575	-5.5812	0.11396682	VPS50
170394_at	0.6732402	3.41e-01	-0.9587173	-5.58124	-0.07154431	PWWP2B
8986_at	0.673263	3.42e-01	-0.9586397	-5.58131	-0.06938312	RPS6KA4
79605_at	0.6733845	3.42e-01	0.9584165	-5.58151	0.06026636	PGBD5
8087_at	0.6733845	3.42e-01	0.9584075	-5.58152	0.15668776	FXR1
116441_at	0.6734517	3.42e-01	-0.9582654	-5.58164	-0.03795469	TM4SF18
440600_at	0.6734517	3.42e-01	-0.9581457	-5.58175	-0.07123846	LOC440600
378925_at	0.6734517	3.42e-01	-0.9580809	-5.58181	-0.07505333	RNF148
101928118_at	0.6734517	3.42e-01	0.9580576	-5.58183	0.07356324	LOC101928118
7350_at	0.6734517	3.42e-01	-0.9580044	-5.58188	-0.0697742	UCP1
285045_at	0.6734517	3.42e-01	-0.957989	-5.58189	-0.07780008	LINC00486
56971_at	0.6734517	3.42e-01	-0.9578858	-5.58199	-0.08386385	CEACAM19
642345_at	0.6734517	3.42e-01	-0.957876	-5.582	-0.10072407	MIR4500HG
11321_at	0.6734517	3.42e-01	-0.9577885	-5.58207	-0.09784284	GPN1
6237_at	0.6734517	3.42e-01	-0.9577387	-5.58212	-0.13942756	RRAS
442913_at	0.6734517	3.42e-01	-0.9577005	-5.58215	-0.05371058	MIR376C
148145_at	0.6734517	3.42e-01	-0.9576783	-5.58217	-0.08436189	LINC00906
5020_at	0.6734517	3.42e-01	-0.9576317	-5.58222	-0.08542429	OXT
151827_at	0.673881	3.42e-01	-0.957082	-5.58271	-0.06834664	LRRC34
374864_at	0.673881	3.42e-01	-0.9570581	-5.58273	-0.05267219	CCDC178
83942_at	0.673881	3.42e-01	-0.9570328	-5.58276	-0.08656126	TSSK1B
79986_at	0.6739156	3.42e-01	-0.9569432	-5.58284	-0.07634684	ZNF702P
210_at	0.6739183	3.42e-01	0.9568861	-5.58289	0.10418352	ALAD
83992_at	0.6739541	3.42e-01	-0.9567953	-5.58297	-0.06197838	CTTNBP2
9568_at	0.6741574	3.43e-01	-0.9565346	-5.58321	-0.07033147	GABBR2
1767_at	0.6742613	3.43e-01	-0.9563748	-5.58335	-0.05234974	DNAH5
254783_at	0.6744268	3.43e-01	-0.9561525	-5.58355	-0.09144491	OR6C74
282763_at	0.6744567	3.43e-01	-0.9560678	-5.58363	-0.0667763	OR51B5
102724307_at	0.6744634	3.43e-01	0.9559746	-5.58371	0.06681482	CYP17A1-AS1
58486_at	0.6744634	3.43e-01	-0.9559521	-5.58373	-0.12211279	ZBED5
5316_at	0.67457	3.43e-01	0.9557896	-5.58388	0.07368997	PKNOX1
7334_at	0.6745933	3.43e-01	-0.9556656	-5.58399	-0.13633978	UBE2N
100286844_at	0.6745933	3.43e-01	-0.9556571	-5.584	-0.07371859	BCDIN3D-AS1
8828_at	0.6746437	3.43e-01	-0.9555516	-5.58409	-0.06169177	NRP2
256987_at	0.6747945	3.43e-01	-0.9553112	-5.58431	-0.14308768	SERINC5
4682_at	0.6747945	3.43e-01	-0.9552503	-5.58436	-0.0727057	NUBP1
100505683_at	0.6747945	3.43e-01	-0.9551912	-5.58442	-0.0625154	LINC01431
100313777_at	0.6747945	3.43e-01	-0.9551549	-5.58445	-0.07341188	MIR670
348110_at	0.6747945	3.43e-01	-0.9551266	-5.58447	-0.10273347	ARPIN
55706_at	0.6749365	3.43e-01	0.9549108	-5.58467	0.09061134	NDC1
2201_at	0.6749365	3.43e-01	0.9548738	-5.5847	0.09507534	FBN2
7262_at	0.674945	3.43e-01	0.9547147	-5.58484	0.04827145	PHLDA2
101927824_at	0.674945	3.43e-01	-0.9546856	-5.58487	-0.09308626	LOC101927824
51725_at	0.674945	3.44e-01	-0.9546266	-5.58492	-0.08315987	FBXO40
101928436_at	0.674945	3.44e-01	-0.9545965	-5.58495	-0.04973014	LOC101928436
101928656_at	0.674945	3.44e-01	-0.9545933	-5.58495	-0.05957598	LINC01099
339977_at	0.6750587	3.44e-01	-0.9544236	-5.58511	-0.05162111	LRRC66
10207_at	0.6752446	3.44e-01	-0.9541806	-5.58533	-0.16405348	INADL
28999_at	0.6752746	3.44e-01	0.9540958	-5.5854	0.06377932	KLF15
51321_at	0.6752955	3.44e-01	-0.9538736	-5.5856	-0.13455652	AMZ2
100129534_at	0.6752955	3.44e-01	-0.9538008	-5.58567	-0.06258136	LOC100129534
390649_at	0.6752955	3.44e-01	-0.9537567	-5.58571	-0.08660054	OR4F15
10966_at	0.6752955	3.44e-01	-0.9536093	-5.58584	-0.05880443	RAB40B
9076_at	0.6752955	3.44e-01	0.9536031	-5.58584	0.06502549	CLDN1
117584_at	0.6752955	3.44e-01	0.9536016	-5.58585	0.10624342	RFFL
105372204_at	0.6752955	3.44e-01	0.9534826	-5.58595	0.0672641	LOC105372204
196374_at	0.6752955	3.44e-01	-0.9534807	-5.58595	-0.12868791	KRT78
100506068_at	0.6752955	3.44e-01	0.953441	-5.58599	0.0727269	DACT3-AS1
83983_at	0.6752955	3.44e-01	-0.9534011	-5.58603	-0.09254984	TSSK6
4987_at	0.6752955	3.44e-01	0.9533918	-5.58603	0.08767251	OPRL1
4300_at	0.6752955	3.44e-01	-0.9533873	-5.58604	-0.17117368	MLLT3
101926930_at	0.6752955	3.44e-01	-0.9533679	-5.58606	-0.05792418	LINC00378
10927_at	0.6753822	3.44e-01	-0.9532256	-5.58618	-0.10646665	SPIN1
3973_at	0.6753861	3.44e-01	-0.9531673	-5.58624	-0.07857113	LHCGR
164091_at	0.6754242	3.44e-01	-0.9530691	-5.58632	-0.07543059	PAQR7
28378_at	0.6754242	3.44e-01	0.9529392	-5.58644	0.09956619	IGHV7-81
9915_at	0.6754242	3.44e-01	-0.9528428	-5.58653	-0.08728027	ARNT2
390113_at	0.6754242	3.44e-01	-0.952821	-5.58655	-0.092515	OR4X1
199800_at	0.6754242	3.44e-01	-0.9527954	-5.58657	-0.07362102	ADM5
84707_at	0.6754242	3.44e-01	-0.9527819	-5.58658	-0.0634471	BEX2
55051_at	0.6754242	3.44e-01	0.9527482	-5.58661	0.06144095	NRDE2
283948_at	0.6755162	3.45e-01	0.9526006	-5.58674	0.06240085	NHLRC4
677821_at	0.6756317	3.45e-01	0.9524291	-5.5869	0.0730892	SNORA71E
170680_at	0.6756582	3.45e-01	-0.952348	-5.58697	-0.06276179	PSORS1C2
6120_at	0.6756667	3.45e-01	0.9522748	-5.58704	0.13677411	RPE
6647_at	0.6756667	3.45e-01	0.9522307	-5.58708	0.14485486	SOD1
815_at	0.6757426	3.45e-01	0.9520994	-5.58719	0.07195498	CAMK2A
101929643_at	0.6759099	3.45e-01	-0.9518753	-5.5874	-0.07333042	LOC101929643
613210_at	0.6759419	3.45e-01	-0.9517885	-5.58747	-0.06961857	DEFB136
25809_at	0.6759689	3.45e-01	-0.9517068	-5.58755	-0.0651251	TTLL1
92346_at	0.6760139	3.45e-01	-0.9515704	-5.58767	-0.08099921	C1orf105
4803_at	0.6760139	3.45e-01	-0.9515028	-5.58773	-0.05790195	NGF
641700_at	0.6760139	3.45e-01	-0.9514982	-5.58773	-0.05159211	ECSCR
79923_at	0.6763544	3.45e-01	-0.9510986	-5.58809	-0.07022167	NANOG
57558_at	0.6764128	3.45e-01	-0.9509851	-5.58819	-0.07371835	USP35
4089_at	0.6766825	3.46e-01	0.9506268	-5.58852	0.10221443	SMAD4
8161_at	0.6766825	3.46e-01	-0.950603	-5.58854	-0.09646159	COIL
22879_at	0.6767671	3.46e-01	-0.9504629	-5.58866	-0.09949176	MON1B
126370_at	0.6768619	3.46e-01	-0.9502862	-5.58882	-0.11711096	OR1I1
3741_at	0.6768619	3.46e-01	0.9502583	-5.58885	0.0664585	KCNA5
645961_at	0.6770655	3.46e-01	-0.9499976	-5.58908	-0.09255398	SPATA31C2
55256_at	0.6772475	3.46e-01	-0.9497415	-5.58931	-0.07382629	ADI1
128817_at	0.6772475	3.46e-01	-0.9497045	-5.58934	-0.07486289	CSTL1
254225_at	0.6772687	3.46e-01	0.9496287	-5.58941	0.07787472	RNF169
64927_at	0.6773286	3.46e-01	-0.9495137	-5.58951	-0.05701549	TTC23
101927418_at	0.6773698	3.46e-01	-0.9494176	-5.5896	-0.06018931	LOC101927418
284232_at	0.6773996	3.46e-01	-0.9492362	-5.58976	-0.08201076	ANKRD20A9P
161753_at	0.6773996	3.46e-01	-0.9492352	-5.58976	-0.07025894	ODF3L1
406881_at	0.6773996	3.46e-01	-0.9491342	-5.58985	-0.08311437	MIRLET7A1
283298_at	0.6773996	3.46e-01	-0.9491129	-5.58987	-0.07366882	OLFML1
101928231_at	0.6773996	3.46e-01	-0.9491011	-5.58988	-0.05506351	LOC101928231
101929762_at	0.6773996	3.46e-01	-0.9490616	-5.58992	-0.07676017	LOC101929762
253558_at	0.6774234	3.46e-01	0.9489694	-5.59	0.11163306	LCLAT1
123207_at	0.6774234	3.46e-01	-0.9489289	-5.59004	-0.08339502	C15orf40
64518_at	0.6776261	3.47e-01	0.9485291	-5.59039	0.05104607	TEKT3
91664_at	0.6776261	3.47e-01	0.9485176	-5.5904	0.11491435	ZNF845
91181_at	0.6776261	3.47e-01	-0.948515	-5.59041	-0.05881572	NUP210L
55212_at	0.6776261	3.47e-01	0.9484963	-5.59042	0.08806456	BBS7
1141_at	0.6776261	3.47e-01	0.9484521	-5.59046	0.06574306	CHRNB2
51174_at	0.6777018	3.47e-01	-0.948321	-5.59058	-0.1159916	TUBD1
767561_at	0.6777519	3.47e-01	0.948216	-5.59067	0.0349715	SNORD113-1
5803_at	0.6778109	3.47e-01	-0.9481019	-5.59077	-0.04107536	PTPRZ1
100130302_at	0.6778555	3.47e-01	0.9480024	-5.59086	0.07775978	SUPT20HL1
100874194_at	0.6780527	3.47e-01	-0.9477483	-5.59109	-0.04807927	CLDN10-AS1
219347_at	0.6780562	3.47e-01	0.9476563	-5.59117	0.05719531	TMEM254-AS1
100616336_at	0.6780562	3.47e-01	-0.9476363	-5.59119	-0.10040802	MIR548AB
51200_at	0.6780835	3.47e-01	-0.9474994	-5.59131	-0.11098838	CPA4
3636_at	0.6780835	3.47e-01	-0.9474129	-5.59139	-0.06518647	INPPL1
101927406_at	0.6780835	3.47e-01	-0.9474096	-5.59139	-0.04790979	LOC101927406
101929516_at	0.6780835	3.47e-01	-0.9473915	-5.59141	-0.06008619	LOC101929516
64434_at	0.6781012	3.47e-01	-0.9473193	-5.59147	-0.08797915	NOM1
104564225_at	0.6783843	3.47e-01	0.9469783	-5.59178	0.13823205	MHRT
6339_at	0.678425	3.47e-01	-0.9468472	-5.5919	-0.07460472	SCNN1D
2571_at	0.678425	3.47e-01	-0.9468285	-5.59191	-0.07410633	GAD1
54490_at	0.6784892	3.48e-01	0.9467092	-5.59202	0.07437111	UGT2B28
100616491_at	0.6785069	3.48e-01	-0.9465559	-5.59216	-0.13617427	MIR3978
6603_at	0.6785069	3.48e-01	0.946549	-5.59216	0.08269645	SMARCD2
2920_at	0.6785069	3.48e-01	0.9464508	-5.59225	0.0833555	CXCL2
649264_at	0.6785069	3.48e-01	0.9463921	-5.5923	0.08631766	CES5AP1
91977_at	0.6785069	3.48e-01	0.946375	-5.59232	0.06539516	MYOZ3
85358_at	0.6785069	3.48e-01	0.9463046	-5.59238	0.05327035	SHANK3
283521_at	0.6785069	3.48e-01	0.9462824	-5.5924	0.11945157	LINC00282
549_at	0.6785069	3.48e-01	0.9462572	-5.59242	0.07810107	AUH
100422842_at	0.6785579	3.48e-01	-0.9461352	-5.59253	-0.05213615	MIR3074
126326_at	0.6785579	3.48e-01	-0.9460972	-5.59256	-0.06463224	GIPC3
692215_at	0.6785769	3.48e-01	-0.9460067	-5.59264	-0.04695644	SNORD112
6712_at	0.6785769	3.48e-01	0.9459207	-5.59272	0.07008352	SPTBN2
643853_at	0.6785769	3.48e-01	0.9459152	-5.59273	0.10723173	TMPPE
100128885_at	0.6786095	3.48e-01	-0.9457303	-5.59289	-0.05105714	LOC100128885
80184_at	0.6786095	3.48e-01	-0.9456797	-5.59294	-0.10503802	CEP290
84106_at	0.6786095	3.48e-01	0.9456721	-5.59294	0.12800377	PRAM1
100507533_at	0.6786095	3.48e-01	0.9456648	-5.59295	0.06223204	SOX21-AS1
2908_at	0.6786095	3.48e-01	0.9455851	-5.59302	0.06823155	NR3C1
85438_at	0.6786095	3.48e-01	0.9455569	-5.59305	0.04072017	CABS1
286262_at	0.6787326	3.48e-01	0.9453779	-5.59321	0.09031164	TPRN
5003_at	0.6789242	3.48e-01	0.9451296	-5.59343	0.06520023	SLC22A18AS
26291_at	0.679035	3.48e-01	-0.944963	-5.59358	-0.07027736	FGF21
5167_at	0.6791691	3.49e-01	-0.9447469	-5.59377	-0.06906708	ENPP1
339942_at	0.6791691	3.49e-01	-0.9446565	-5.59385	-0.07223517	H1FX-AS1
50506_at	0.6791691	3.49e-01	-0.944615	-5.59389	-0.09748158	DUOX2
51104_at	0.6791691	3.49e-01	0.9446103	-5.59389	0.07202488	ABHD17B
120376_at	0.6793504	3.49e-01	-0.9443725	-5.5941	-0.06991086	COLCA2
317751_at	0.6794338	3.49e-01	-0.9441838	-5.59427	-0.04890139	MESTIT1
103752589_at	0.6794338	3.49e-01	-0.9441796	-5.59427	-0.12006346	TMEM92-AS1
9717_at	0.6795398	3.49e-01	0.944018	-5.59442	0.07619343	SEC14L5
100507218_at	0.6796223	3.49e-01	-0.9438802	-5.59454	-0.06544548	RNF157-AS1
100653515_at	0.679628	3.49e-01	0.9438203	-5.59459	0.12671055	CEP295NL
64167_at	0.6796311	3.49e-01	0.9437629	-5.59464	0.16182943	ERAP2
50835_at	0.6796323	3.49e-01	-0.9437075	-5.59469	-0.10952201	TAS2R9
91833_at	0.6796559	3.49e-01	-0.943593	-5.59479	-0.06113792	WDR20
162466_at	0.6796559	3.49e-01	0.9435752	-5.59481	0.16885111	PHOSPHO1
8479_at	0.6798167	3.49e-01	-0.9433582	-5.595	-0.07269669	HIRIP3
9828_at	0.6799845	3.49e-01	0.9431341	-5.5952	0.06348954	ARHGEF17
55040_at	0.679989	3.49e-01	0.9429615	-5.59536	0.06746257	EPN3
27101_at	0.679989	3.49e-01	-0.9429605	-5.59536	-0.07930999	CACYBP
647310_at	0.679989	3.49e-01	0.9429348	-5.59538	0.04787167	TEX22
100506713_at	0.679989	3.49e-01	0.9429075	-5.5954	0.06211762	ALOX12-AS1
728975_at	0.679989	3.49e-01	0.9428226	-5.59548	0.12656642	LOC728975
29122_at	0.679989	3.49e-01	0.9428044	-5.5955	0.05957691	PRSS50
4064_at	0.6800604	3.50e-01	-0.9426779	-5.59561	-0.20924026	CD180
1814_at	0.680073	3.50e-01	-0.9425794	-5.5957	-0.05818863	DRD3
100463488_at	0.680073	3.50e-01	-0.9425568	-5.59572	-0.14722024	MTRNR2L10
101929099_at	0.6801434	3.50e-01	0.9424313	-5.59583	0.07021834	LOC101929099
146330_at	0.6801493	3.50e-01	-0.9423687	-5.59588	-0.0555996	FBXL16
100128573_at	0.6801493	3.50e-01	0.942317	-5.59593	0.06971724	LOC100128573
101929765_at	0.6804499	3.50e-01	-0.9419569	-5.59625	-0.06654629	LINC01585
60684_at	0.6804499	3.50e-01	0.9418453	-5.59635	0.095746	TRAPPC11
2877_at	0.6804499	3.50e-01	-0.941805	-5.59638	-0.07015992	GPX2
8864_at	0.6804499	3.50e-01	-0.9417959	-5.59639	-0.06076682	PER2
5194_at	0.6805048	3.50e-01	-0.9416861	-5.59649	-0.09375757	PEX13
55862_at	0.6806076	3.50e-01	0.9415279	-5.59663	0.10643673	ECHDC1
121355_at	0.6807226	3.50e-01	-0.9413573	-5.59678	-0.13529905	GTSF1
81615_at	0.6809449	3.50e-01	-0.941078	-5.59703	-0.07133889	TMEM163
100874205_at	0.6812097	3.51e-01	-0.9407492	-5.59732	-0.08078497	ATP11A-AS1
284379_at	0.6812097	3.51e-01	0.9407017	-5.59736	0.07096505	LOC284379
85290_at	0.681226	3.51e-01	-0.9406214	-5.59743	-0.09406903	KRTAP4-3
693234_at	0.681226	3.51e-01	-0.9405576	-5.59749	-0.05198411	MIR649
3780_at	0.681226	3.51e-01	0.9405227	-5.59752	0.08477249	KCNN1
101928404_at	0.6812419	3.51e-01	-0.9404484	-5.59759	-0.05870258	LOC101928404
373509_at	0.6812419	3.51e-01	-0.9403983	-5.59763	-0.06324606	USP50
54788_at	0.6812783	3.51e-01	0.9403073	-5.59771	0.09301037	DNAJB12
124872_at	0.6813911	3.51e-01	-0.9400801	-5.59791	-0.09130272	B4GALNT2
54715_at	0.6813911	3.51e-01	-0.9399867	-5.598	-0.0674031	RBFOX1
10887_at	0.6813911	3.51e-01	-0.9399682	-5.59801	-0.12951177	PROKR1
64084_at	0.6813911	3.51e-01	-0.9398918	-5.59808	-0.08659065	CLSTN2
728026_at	0.6813911	3.51e-01	-0.9398855	-5.59809	-0.07520511	LOC728026
1376_at	0.6813911	3.51e-01	0.9398682	-5.5981	0.07882271	CPT2
283914_at	0.6814442	3.51e-01	-0.9397603	-5.5982	-0.07124964	LINC01566
2570_at	0.6814748	3.51e-01	0.9396753	-5.59827	0.07347506	GABRR2
6602_at	0.6816625	3.51e-01	-0.9393884	-5.59853	-0.10018907	SMARCD1
79933_at	0.6816625	3.51e-01	-0.9393178	-5.59859	-0.07933851	SYNPO2L
79647_at	0.6816625	3.51e-01	0.9393053	-5.5986	0.06934806	AKIRIN1
81839_at	0.6816625	3.51e-01	0.9392687	-5.59863	0.05350406	VANGL1
29842_at	0.6816705	3.51e-01	-0.9392065	-5.59869	-0.07494244	TFCP2L1
100288152_at	0.6816926	3.51e-01	-0.9391149	-5.59877	-0.08612744	LOC100288152
100500865_at	0.6816926	3.51e-01	0.9390759	-5.5988	0.14805819	MIR3936
677832_at	0.6818443	3.51e-01	0.9388682	-5.59899	0.09288938	SNORA53
4648_at	0.6819862	3.52e-01	-0.9386705	-5.59916	-0.06744318	MYO7B
6559_at	0.6820189	3.52e-01	-0.9385467	-5.59927	-0.07348388	SLC12A3
51260_at	0.6820189	3.52e-01	-0.9385291	-5.59929	-0.11594575	PBDC1
9478_at	0.6821288	3.52e-01	-0.9383618	-5.59944	-0.07399117	CABP1
7879_at	0.6821288	3.52e-01	0.9382871	-5.5995	0.11988909	RAB7A
102724820_at	0.6821288	3.52e-01	-0.9382494	-5.59954	-0.05646576	LANCL1-AS1
341392_at	0.6821288	3.52e-01	-0.9381484	-5.59962	-0.0808074	ACSM4
26033_at	0.6821288	3.52e-01	-0.9381255	-5.59964	-0.06286664	ATRNL1
53942_at	0.6821288	3.52e-01	-0.9380932	-5.59967	-0.07494268	CNTN5
100506175_at	0.6821329	3.52e-01	-0.9380349	-5.59972	-0.07732668	LOC100506175
256227_at	0.6821688	3.52e-01	-0.9379445	-5.5998	-0.07272079	STEAP1B
342184_at	0.6823974	3.52e-01	0.9376591	-5.60006	0.1099357	FMN1
2117_at	0.6826582	3.52e-01	-0.9373411	-5.60034	-0.071614	ETV3
10842_at	0.6827654	3.52e-01	-0.9371785	-5.60048	-0.06807327	PPP1R17
9404_at	0.6828287	3.52e-01	-0.9370045	-5.60064	-0.16530305	LPXN
9032_at	0.6828287	3.52e-01	-0.9369907	-5.60065	-0.08452177	TM4SF5
847_at	0.6828287	3.52e-01	0.9369522	-5.60068	0.14736496	CAT
57717_at	0.6828313	3.53e-01	-0.9368954	-5.60073	-0.0472083	PCDHB16
10903_at	0.682851	3.53e-01	-0.9368214	-5.6008	-0.06138619	MTMR11
4712_at	0.6828644	3.53e-01	-0.9367538	-5.60086	-0.11153252	NDUFB6
8513_at	0.6829988	3.53e-01	-0.9365377	-5.60105	-0.06886912	LIPF
63874_at	0.6829988	3.53e-01	0.9365095	-5.60107	0.12297067	ABHD4
101927364_at	0.6830332	3.53e-01	-0.9364207	-5.60115	-0.11193716	LINC01571
10740_at	0.6830543	3.53e-01	-0.9362783	-5.60128	-0.08124196	RFPL1S
23301_at	0.6830543	3.53e-01	-0.9362724	-5.60128	-0.07734727	EHBP1
101929473_at	0.6830543	3.53e-01	-0.9361911	-5.60135	-0.08354164	LOC101929473
27345_at	0.6830543	3.53e-01	-0.936183	-5.60136	-0.06304968	KCNMB4
4855_at	0.6831224	3.53e-01	-0.93606	-5.60147	-0.06845152	NOTCH4
55527_at	0.6835444	3.53e-01	0.9355791	-5.60189	0.13127169	FEM1A
116437_at	0.6835472	3.53e-01	0.9355221	-5.60194	0.07828655	LINC01257
328_at	0.6837015	3.53e-01	-0.9352906	-5.60215	-0.15320849	APEX1
83897_at	0.6837015	3.53e-01	-0.9352353	-5.6022	-0.0954491	KRTAP3-2
64399_at	0.6837015	3.53e-01	-0.9352039	-5.60223	-0.06403159	HHIP
3453_at	0.6837134	3.53e-01	-0.9351293	-5.60229	-0.06397109	IFNA22P
23157_at	0.6837134	3.53e-01	-0.9350837	-5.60233	-0.182904	Sep-06
26812_at	0.6838817	3.54e-01	-0.9347896	-5.60259	-0.10269133	SNORD37
401324_at	0.6838817	3.54e-01	-0.9347323	-5.60264	-0.07742961	LOC401324
55082_at	0.6838817	3.54e-01	0.9347272	-5.60265	0.13672152	ARGLU1
100302211_at	0.6838817	3.54e-01	-0.9346827	-5.60268	-0.09355588	MIR1203
100885798_at	0.6838817	3.54e-01	-0.934643	-5.60272	-0.09681075	LINC00210
28669_at	0.6839267	3.54e-01	-0.9345435	-5.60281	-0.15015071	TRAV14DV4
80705_at	0.68403	3.54e-01	-0.934385	-5.60295	-0.06295852	TSGA10
2327_at	0.6840436	3.54e-01	-0.9342652	-5.60305	-0.08234559	FMO2
3785_at	0.6840436	3.54e-01	0.9342013	-5.60311	0.05636122	KCNQ2
149699_at	0.6840436	3.54e-01	0.9341681	-5.60314	0.08195345	GTSF1L
84848_at	0.6840436	3.54e-01	-0.9341114	-5.60319	-0.07589644	MIR503HG
3200_at	0.6840436	3.54e-01	0.9341009	-5.6032	0.07113949	HOXA3
57103_at	0.6840757	3.54e-01	-0.9340128	-5.60327	-0.0760326	TIGAR
100302204_at	0.6840757	3.54e-01	-0.9338593	-5.60341	-0.1679428	MIR548I1
339345_at	0.6840757	3.54e-01	0.9338426	-5.60342	0.07884347	NANOS2
26064_at	0.6840757	3.54e-01	-0.933796	-5.60347	-0.05415929	RAI14
3123_at	0.6840757	3.54e-01	0.9337504	-5.60351	0.49315314	HLA-DRB1
133690_at	0.6840757	3.54e-01	-0.9337217	-5.60353	-0.04766754	CAPSL
79854_at	0.6840757	3.54e-01	-0.9336901	-5.60356	-0.15214839	LINC00115
28299_at	0.6840786	3.54e-01	0.9336331	-5.60361	0.44400441	IGKV1-5
642366_at	0.6841011	3.54e-01	0.9335563	-5.60368	0.05774734	LOC642366
4920_at	0.6844601	3.54e-01	-0.9331392	-5.60404	-0.10677855	ROR2
9368_at	0.6845601	3.54e-01	-0.9329841	-5.60418	-0.1133395	SLC9A3R1
54921_at	0.6846058	3.55e-01	-0.9328838	-5.60427	-0.12212077	CHTF8
103724390_at	0.6846198	3.55e-01	-0.9328157	-5.60433	-0.06916093	LINC01287
8567_at	0.6847039	3.55e-01	-0.9326632	-5.60446	-0.11282529	MADD
79837_at	0.6847039	3.55e-01	0.9326225	-5.6045	0.07237767	PIP4K2C
51233_at	0.6847699	3.55e-01	0.9324758	-5.60463	0.08550527	DRICH1
219736_at	0.6847699	3.55e-01	-0.9324477	-5.60465	-0.07475013	STOX1
23433_at	0.6848344	3.55e-01	0.9322909	-5.60479	0.09590379	RHOQ
85015_at	0.6848344	3.55e-01	-0.9321719	-5.60489	-0.10114929	USP45
11337_at	0.6848344	3.55e-01	0.9321714	-5.6049	0.12813802	GABARAP
79794_at	0.6848344	3.55e-01	-0.9321216	-5.60494	-0.07417453	C12orf49
22847_at	0.6848344	3.55e-01	-0.9321124	-5.60495	-0.10562323	ZNF507
100616239_at	0.6848591	3.55e-01	0.9320334	-5.60502	0.03810431	MIR4705
189_at	0.6849803	3.55e-01	0.9318568	-5.60517	0.05067732	AGXT
54973_at	0.6851404	3.55e-01	-0.9315872	-5.60541	-0.07452708	CPSF3L
5972_at	0.6851404	3.55e-01	-0.9315869	-5.60541	-0.07050651	REN
389161_at	0.6851799	3.55e-01	-0.931493	-5.60549	-0.06729398	ANKUB1
51471_at	0.6853191	3.55e-01	-0.9312668	-5.60569	-0.13368973	NAT8B
283571_at	0.6853191	3.55e-01	-0.9312443	-5.60571	-0.05790201	PROX2
64418_at	0.685498	3.56e-01	-0.9310094	-5.60592	-0.12088993	TMEM168
