Gene	GSE11223	GSE112366	GSE126124	GSE179285	GSE186582	GSE20881	GSE59071	GSE6731	GSE95095	Average
SERINC2	-1.3814874	2.8169042	-5.5614829	-3.341407	-2.4341914	1.3451264	-4.963603	NA	-3.481622	-2.1252203875
SAP130	-1.3814585	0.213052	-4.7790152	-4.0276479	-1.7571011	-1.116617	-1.236144	NA	-2.196091	-2.0351278374999997
TRIM23	-1.3813633	-1.83488	-2.2985045	-0.583551	2.088521	2.4951543	-0.432788	-2.1681571	1.307514	-0.3120060666666667
OR5H1	1.3813302	0.7248611	NA	-0.0772442	-0.8125952	0.1302351	NA	NA	1.449425	0.46600199999999997
ARHGEF7	-1.381271	-1.2708656	-4.0355183	-4.3160066	-2.7505026	1.4098472	-0.507135	0.7395562	-2.320198	-1.6035659666666668
MINPP1	-1.3809397	0.365188	-4.8071451	-2.6106152	-3.4514249	-0.7330954	-8.54628	-1.1436771	-0.059534	-2.485280377777778
ANKRA2	1.380783	-1.5525573	-1.8529033	-5.7426395	-3.6619277	3.5533157	-3.949013	NA	-0.936746	-1.5952110124999996
UCHL1	1.3806384	-0.7156922	4.3182057	2.1628909	-0.1143512	0.7716259	3.423936	0.5004683	3.417439	1.6827956444444443
INIP	-1.3806114	-1.125113	-3.0859864	-6.0523275	-7.0355931	-1.1755513	-4.566205	NA	NA	-3.488769671428571
GTPBP8	-1.3803145	1.0376142	-4.7250609	-3.4938484	5.3443382	0.7050526	-1.059729	NA	-2.746525	-0.7898091
EPHA6	-1.3801485	1.3658392	0.2418767	0.2971723	-1.8804749	-1.3912485	-2.018715	NA	1.950448	-0.3519063375
AQP2	1.3801152	1.4658598	2.7147136	0.6407814	0.4874649	-1.2015118	-0.560315	-0.8079475	1.884915	0.6671195111111111
STAM	-1.3798132	0.1430991	-3.3578509	1.8868802	2.0810396	-1.1858622	1.609523	-1.0148444	-3.215538	-0.49259631111111113
ZC3H13	1.3796481	-3.816385	-2.6845963	2.1632342	1.0648298	4.3181532	1.898837	-5.4419288	1.329206	0.02344424444444451
ANKRD35	1.3795368	1.441097	2.0509435	4.99346	1.7928499	1.3619714	1.570852	NA	2.306408	2.1121398250000003
SH2D5	1.3794047	-1.1888458	1.8826152	2.415539	-0.467509	0.9051141	-1.458381	NA	NA	0.49541960000000007
C16orf72	-1.379232	-2.4509596	-4.6281135	-2.8778849	2.8804163	-3.0702591	-5.565414	NA	-2.369883	-2.432666225
ATP5J	-1.3789941	2.6539946	-1.9701745	-6.0884016	-1.3999226	-3.3649543	-2.89575	-2.2577417	2.95364	-1.5275893555555555
RPL3L	1.3789263	1.0029935	2.8502302	-2.9224881	0.4251887	-1.6030556	-1.840707	-1.1784935	1.262167	-0.06947094444444435
LONRF2	-1.3788873	-1.2706503	0.4340601	-1.59166	1.0971253	-2.2874398	0.153965	NA	2.071102	-0.34654812499999993
GBGT1	1.3786505	-1.0413295	NA	4.3602515	2.7466466	0.993653	NA	NA	0.166299	1.4340285166666666
RNF216P1	1.3785272	NA	-0.460985	3.2398525	NA	1.3058289	2.505646	NA	NA	1.5937739199999998
WDR3	-1.3779485	-0.2221673	-2.9383254	-1.0836663	2.4871062	-0.2330158	0.780971	NA	-0.436497	-0.37794288750000005
B3GNT3	1.3776944	4.420033	-0.9585362	-1.8255955	-0.6725609	-0.3188194	-1.527236	-0.110869	-0.94163	-0.061946622222222185
CCT3	-1.3774372	1.6709413	-1.7594239	3.9944838	NA	-1.362461	3.009416	NA	3.219516	1.0564335714285715
LOC100132735	1.3774169	-0.2358673	NA	0.1987105	1.1656299	-1.26378	NA	NA	NA	0.248422
ILF3	-1.376014	-3.16918	-5.117279	-2.08852	-0.935336	-2.6627639	0.523899	0.6595792	0.858357	-1.478584188888889
MFSD14B	-1.3759783	0.7416066	1.2897994	2.3665802	0.2034257	0.7121565	1.080233	NA	NA	0.7168318714285713
SLC38A3	1.3758037	-0.0200866	1.4850986	-3.182772	-1.7983666	-2.8775881	0.244319	1.2801708	1.371279	-0.23579357777777776
SMIM6	-1.3757591	1.2704303	NA	-3.8993547	-1.5776023	-0.6782592	NA	NA	NA	-1.2521090000000001
MCM6	-1.3756365	-1.0113264	-2.471361	1.9206443	1.6712664	-0.5812906	1.733772	1.7628044	-1.347777	0.03345506666666667
PNKP	1.3754015	2.700384	1.6892457	3.5037732	2.8346048	-0.9217215	2.531031	NA	1.716117	1.9286044625000003
CAPZA2	-1.3753246	1.2476169	-2.2251009	-0.6722638	-2.7272366	2.7221081	0.196191	-3.3720107	1.448487	-0.5286148444444445
HDAC2	-1.3752908	-1.4835751	-3.744967	-0.2965297	3.9546564	-2.453561	-0.653666	-1.6891571	0.701637	-0.7822725888888888
PRKCB	1.3746874	-4.1979679	1.9239249	2.8520362	2.4527974	1.6793558	4.605885	3.0074133	3.12458	1.869190233333333
CRTC3	-1.3746311	0.7593532	1.0484198	7.5326979	3.5547567	-3.2798791	5.825754	NA	-1.670211	1.54953255
SUMF1	-1.3743982	2.1801717	0.1389573	-2.6226406	-1.198547	-2.3860917	-4.182417	NA	-0.275263	-1.2150285625000001
NCR3	1.3742095	-2.9839917	0.3958167	3.1215971	-0.0572902	1.0331754	1.071091	-0.3892869	1.789248	0.5949521
CRYBB1	1.3739679	-0.5547163	2.9346114	1.5750103	-1.0518312	2.6113772	-1.022797	-0.249574	0.256554	0.6525113666666666
GSDMD	1.3736975	3.2419805	7.3726635	5.5260098	-1.3985786	4.5902709	3.781656	NA	-0.606507	2.985149075
HTR3D	1.3733643	NA	-2.623468	-1.6590402	NA	-0.6969643	-2.614764	NA	1.452729	-0.7946905333333335
IGIP	-1.3733067	-1.6861907	-3.5600652	-3.1515224	-1.6120288	-0.207826	-2.299689	NA	NA	-1.984375542857143
ZNF571	1.3732181	-3.180922	-3.6400927	-3.0694974	-2.8310452	2.8105251	-4.088786	NA	0.87522	-1.4689225125
TMEM151B	1.3732065	-2.1337132	0.6365389	NA	1.0053601	1.388375	-0.246168	2.2256506	1.222748	0.6839997375000001
FASTKD5	-1.3726472	1.5456556	NA	-1.6144397	-3.5578432	-2.525237	NA	NA	0.924887	-1.099937416666667
TP53TG5	1.3724901	0.3646202	0.4148394	-0.7760579	-1.5132286	0.7849195	-1.632522	-0.6181657	1.532518	-0.00784299999999997
TMEM171	-1.3724479	1.2930592	-4.279524	-4.0673356	-2.5595678	-1.1369146	-6.612686	NA	-2.069495	-2.6006139625
CCDC90B	-1.3718758	0.77365	2.1703785	-3.0881298	2.0679875	2.040255	-1.064726	NA	2.051967	0.44743830000000007
MED14	-1.3715914	-1.4089316	-7.0235253	-6.9812061	-4.4287745	-0.5190662	-7.665753	0.6007497	-2.67127	-3.4965964888888887
DALRD3	1.3711573	-2.1000866	-4.3777873	-2.0146869	-3.1663898	2.8639843	-0.584704	NA	1.187583	-0.8526162500000001
MASP1	1.3708997	-1.4799557	1.9213002	2.5670479	3.8060316	-1.4079262	4.987621	-0.0063917	2.502658	1.5845872
OXLD1	1.37042	1.5439115	3.5922058	0.0908114	0.7173385	0.4589454	-0.896375	NA	NA	0.9824653714285715
SESN3	1.3703323	-4.8332947	-2.2284979	-0.9043722	-3.4088494	0.9411552	-0.577899	NA	-1.118461	-1.3449858375
PTPRG	1.3702226	5.800137	2.308348	5.8883489	-0.289343	0.9173528	6.57356	-0.790594	0.290728	2.452084477777778
HYAL2	1.3698989	3.6798804	4.7551783	9.2173038	-0.4342484	-0.0314078	6.777712	-0.3136057	3.32506	3.1495301666666666
CEACAM21	1.3692244	-4.1843495	-0.9394261	3.656509	-1.5362727	-1.6186289	3.797745	NA	1.669889	0.276836275
PSMA6	1.3691218	4.0347138	0.2210906	4.4814605	NA	1.3912379	2.062639	NA	-1.141386	1.7741253714285712
HNRNPF	-1.3679748	4.4349913	-2.6715656	2.7056638	-3.7635042	1.1006135	2.98773	0.5819596	0.372895	0.4867565111111111
LINC01101	1.3674295	1.3014234	0.6632742	0.5776961	0.1478884	-1.4428889	-0.903227	NA	NA	0.24451367142857147
SMCO4	-1.3672681	0.8722004	5.0758102	4.0112903	-3.6030709	1.5039619	-0.38515	NA	NA	0.8725391142857142
F2R	1.3671833	1.5721936	3.5746605	8.0671061	0.0696612	1.4381787	8.210784	1.334482	2.644391	3.1420711555555556
PLK1	1.3655817	3.216203	-1.778734	2.4416461	0.2458072	0.5463339	4.14175	-0.5376125	-1.883158	0.8619797111111112
ACTRT2	1.3655465	-0.2582366	1.1357911	-1.3250189	-0.2398464	-0.0932265	0.003366	NA	1.38536	0.24671690000000002
RPL10L	-1.3655354	-0.2653952	-1.1688209	-1.0883628	-1.3283833	-1.0161433	-9.442903	NA	-4.739888	-2.5519289874999997
HIP1R	-1.3652851	NA	0.40593	3.2787799	1.0052494	2.9985508	-1.030817	1.0091304	-2.712527	0.4486264250000001
HERC4	-1.3651889	1.6576809	-2.8694586	-2.1154634	1.9827568	NA	0.203152	-2.5072811	-2.74403	-0.9697290375000001
HIC2	-1.3650949	0.4394264	0.912841	-2.0211482	-0.9152615	-3.6708402	-2.166813	-0.4276429	-1.3223	-1.1707592555555555
PIP5KL1	1.3649472	0.5437795	1.5062494	0.0838235	-0.1621004	-1.84355	-0.626254	NA	0.62945	0.18704314999999994
UTP3	-1.3648733	-0.9739932	-4.068674	0.651802	-0.4880885	-1.2883362	3.693476	-4.0937171	1.108809	-0.7581772555555556
NFATC2	1.3644349	-3.2423275	NA	2.2235138	3.5138343	2.8123821	NA	NA	2.250079	1.4869861
DHCR7	-1.3641067	3.1890904	1.1388346	3.3160266	-1.5553099	0.8888123	1.149088	0.0850676	-1.393845	0.6059619888888889
UTP15	-1.3640008	-0.5688482	-3.6418939	-3.0210842	1.4078105	-2.4367483	0.280407	NA	-0.067381	-1.1764673625
ABL2	-1.3637388	0.6719732	0.0378985	3.1976396	3.1899173	-1.9963018	3.595945	0.7035248	5.018474	1.4505924222222224
CLK4	1.3631915	-5.3816792	-2.842275	-2.1313661	-0.3383738	2.587524	0.024937	NA	-1.029231	-0.9684090749999998
ATP5E	-1.3630134	0.9567444	NA	-5.3789776	4.2866415	-2.6526529	NA	NA	2.018767	-0.3554151666666667
WFDC1	1.3627434	1.5463184	2.602821	3.2578119	2.6922477	-0.6874346	1.129595	NA	-1.160162	1.3429926
PLCE1	-1.3626566	-2.2362403	-5.8980253	-4.9288393	-3.609533	-3.130173	-6.477639	-3.434824	-3.2445	-3.8136033888888883
PRSS37	1.3626076	0.379481	-0.6520631	0.9945424	1.9400362	3.236157	-1.190788	NA	1.380584	0.9313196375
FGF1	1.3625127	-2.5552672	4.2258082	0.7814467	0.7298498	-1.9448602	0.513327	-1.0984189	3.012942	0.5585933444444444
FOXN4	-1.3619777	0.4299717	-1.0372315	0.5035203	0.2731307	NA	-0.886642	NA	1.805452	-0.03911092857142852
ALMS1	-1.3617925	-4.1346433	-4.5249531	-4.8408109	-0.4173503	0.5969718	-0.166663	-0.7808783	1.232791	-1.5997031777777775
TFPI2	1.3615061	3.4712741	2.4088373	8.4903096	5.0932245	1.0612266	3.313679	-1.427931	1.595191	2.8185908
LINC00491	1.3614506	-2.9174404	NA	-0.5217945	-0.2685165	-1.5252607	NA	NA	NA	-0.7743123
KLK4	1.3612392	-1.7307482	0.3387249	-1.2833042	0.0736587	-0.6919971	-3.564748	NA	1.370089	-0.5158857124999999
MRPL36	1.3606726	1.7938558	4.5812328	1.7296671	0.7265562	-0.5589221	4.136224	NA	0.405638	1.77186555
TNP2	1.3599331	-1.2593739	3.6269495	-0.2793929	-0.7413029	-1.5851429	-0.973696	0.2193927	1.403057	0.19671374444444442
SYNDIG1L	1.3595042	0.7585985	3.202897	1.1212148	1.0491487	-1.8121729	-1.79367	NA	NA	0.5550743285714285
SAMD7	1.3591947	NA	-0.475005	1.4065091	NA	-0.8222104	-0.847882	NA	1.321348	0.32365906666666666
IBTK	1.3587364	3.4569815	-3.2527494	5.7712898	1.3105149	4.0519221	3.196524	0.5440685	-1.999147	1.6042378666666666
RNASE7	1.3582195	0.7214871	-1.4600495	-0.0791202	-0.9133627	-1.21287	-1.178997	NA	0.698671	-0.258252725
ZNF131	-1.3581007	-1.8214286	-5.3647602	-1.788238	NA	-0.7852398	-2.459422	NA	-1.279237	-2.122346614285714
KCNJ4	1.3576435	1.6061005	-0.038428	-0.422374	-1.4526265	0.3169307	-0.28632	-1.1309857	1.567377	0.16859083333333333
AKR1C1	-1.3572654	3.5306949	-2.6824149	2.2066359	3.4503487	1.6350959	-2.137411	NA	1.348762	0.7493057625
HIST1H2AK	1.356954	0.4188035	1.833813	-1.8248722	-1.4211415	0.3639021	1.731369	-2.4423136	1.473473	0.1655541444444445
RIN2	-1.3569033	-1.0777111	-1.5334051	-3.5806045	-1.4655915	3.2147667	-3.13786	-1.3018336	-0.695785	-1.2149919333333334
STAC3	1.3562386	-1.1062826	2.128635	-0.1543239	0.2713859	0.2319918	0.833197	NA	1.961504	0.6902932249999999
GCKR	-1.3561833	0.6241862	2.698191	1.5919527	-0.0964739	1.997559	3.978396	1.1759577	2.529517	1.4603447111111112
DCAF12	1.3559547	0.9893072	-2.7720565	-2.2494271	-2.8054253	-0.609513	-2.203066	NA	NA	-1.1848894285714286
ZNF639	-1.3558579	-3.587624	-4.214778	-1.7565558	-4.0469619	-0.8634498	-0.855904	NA	1.27454	-1.9258239250000002
GZF1	-1.3557941	0.4109087	-1.82777	2.3932325	1.6417868	-0.3942483	2.697985	NA	0.98917	0.569408825
NTS	-1.3556533	-1.5635627	0.7344784	1.2154694	-4.61266	0.9334523	-2.259114	-0.4345951	1.569619	-0.6413962222222221
CCAR1	1.3556522	-1.7831106	-3.5727044	0.6932238	1.8063658	0.1022504	1.623867	NA	-0.613472	-0.04849097499999999
NT5E	-1.3555782	1.5994928	-3.1809288	-4.4962187	-2.2452934	-1.0797761	-2.199707	-2.5917528	-0.265233	-1.757221688888889
MRE11A	1.3551677	-0.8983058	-3.3722216	-2.7509715	-0.206865	-1.5194904	-0.524723	-1.6568942	2.00061	-0.8415215333333332
MX2	1.355133	-0.0501715	1.3060708	5.3127772	3.2557957	2.7562191	6.030194	2.5733571	0.525874	2.562805488888889
SERPINB3	1.3539175	0.5312723	-0.1138085	2.4248663	0.1594484	-0.428128	4.665915	1.3373621	1.289991	1.2467595666666667
GCNT3	1.3534597	5.4929144	-2.3658291	1.866206	-0.1649492	-0.3928502	0.339798	NA	-5.001598	0.14089395000000005
ANG	1.3534409	2.1463112	NA	2.1597977	-2.0984582	0.2249171	NA	-0.5495945	-0.627532	0.37269745714285724
SAFB2	-1.3533388	-2.8652968	-0.6145766	-2.0231185	-1.5179605	-3.4146979	0.553391	0.2586562	0.106315	-1.2078474333333333
POLG	-1.35331	0.7317872	-0.0824204	0.4747951	3.3985841	0.3059357	1.738719	0.66691	-1.248115	0.5147650777777777
DPH6	-1.3532691	1.1933149	-5.3226466	-2.1287548	-1.9308078	0.4799202	-5.158292	NA	NA	-2.0315050285714285
BRMS1L	-1.3532073	0.9943331	-0.0926813	2.468151	-0.2262537	-1.6678993	0.753431	NA	1.581921	0.30722431250000004
ATRAID	-1.3528156	0.6273204	0.3907451	-1.0713084	-1.6191839	0.9297393	-0.939266	NA	NA	-0.4335384428571428
ONECUT2	1.3527265	2.4203302	1.9991658	3.7646552	2.844759	1.0712087	-1.698392	2.4306487	2.81166	1.888529122222222
DIP2A	-1.3527155	-3.5253696	-3.2374503	0.8216816	-1.9144051	-4.0399194	-1.954355	NA	0.677767	-1.8155957875
KLF15	-1.3520512	0.7655831	1.7748719	0.810438	0.6326697	3.3353682	0.16964	NA	0.865941	0.8753075875
GTPBP4	-1.3517534	1.9761786	-2.5920302	3.1912626	2.0510509	-2.090095	3.985187	NA	-1.325535	0.4805331875
CCL13	-1.3513894	4.4982074	0.2276335	0.9067195	-1.1621379	1.2110054	-2.611756	-2.4378165	0.466551	-0.02810922222222216
AGXT2	-1.3513622	-3.5455935	-0.5175286	-1.2083242	-7.2582421	-1.5845505	-1.33706	NA	1.632615	-1.8962557625000003
MDM2	1.3511323	2.443599	3.7094488	-5.3166118	3.8890346	-1.5045241	5.216526	-2.974303	3.312154	1.1251617555555553
HIST1H4C	-1.3510499	2.2152968	-0.3383018	-0.3318796	NA	-2.2525221	4.866535	NA	1.276495	0.5835104857142855
NRXN1	1.3509688	-1.3774782	-0.9833545	-1.3439256	0.2061694	-2.8588591	-2.123257	-2.8567553	2.175095	-0.8679329444444445
NPB	1.3508379	-1.0416231	1.288151	-1.1084431	-1.0400115	0.2396055	-0.643125	NA	1.387085	0.05405958749999999
FBXW8	-1.3507178	0.239798	-0.6476859	0.5991268	-0.3501903	-0.5422441	-0.327655	NA	0.902203	-0.18467066249999997
LCN1	1.3504247	1.080491	-0.6433471	-0.6012771	-0.8127946	0.6054582	-2.33054	-0.8263951	1.270258	-0.10085800000000002
WNT1	1.3503854	0.4149744	2.429088	0.9265642	-2.4679947	-0.1400653	-1.465408	0.4763889	1.984224	0.38979521111111104
GLI3	1.3500369	-1.9024928	1.4179435	5.5319391	0.7814525	0.5182101	3.392944	-2.5787987	2.383669	1.2105448444444444
ICE1	-1.3498394	-1.0049149	-1.4797892	-1.5535888	-1.9756659	-0.6941341	1.430404	-0.1469189	NA	-0.8468058999999999
ZNF429	-1.3497898	NA	-3.8574784	-6.4039667	-0.6912287	1.2579673	-8.225526	NA	1.135213	-2.590687042857143
HS3ST4	1.349291	-1.0352194	3.2956741	-2.3614853	0.6331231	-0.8370494	-0.381024	NA	1.480269	0.2679473875
IL10RB	-1.3481558	2.7153754	NA	-1.6094322	-7.2002003	0.5294189	NA	-1.2865937	-3.843348	-1.7204193857142855
SLC25A46	-1.3472867	2.894386	1.0918313	-0.1175452	-2.4300678	-0.6199937	-2.402357	-2.7490211	-0.420276	-0.6778144666666667
HAMP	1.346899	-1.0783803	1.2980168	2.198985	2.2358047	-0.7054281	0.759058	NA	2.905102	1.1200071375
DCHS2	1.3464235	1.8054874	-2.8614876	1.4310236	0.2544038	1.0204402	-4.787728	NA	1.510983	-0.03505676250000006
IP6K1	-1.346221	2.658718	0.3657656	4.1774465	-0.8125935	0.0559437	-2.748823	-0.2254687	2.228783	0.48372784444444444
KCNQ1OT1	1.3462205	-1.4379253	NA	2.7663647	NA	3.7039747	NA	NA	1.883982	1.6525233199999998
LRRC8A	-1.3461074	2.2086269	2.4974977	5.4984842	1.0708252	1.2185725	3.644289	NA	-0.924881	1.7334133875000002
ABRACL	-1.3452324	1.2022967	-2.6724466	-5.404412	-3.4782513	-3.5492163	-4.397934	NA	NA	-2.8064565571428575
LLPH	-1.3451246	2.2092559	2.5426659	1.7051829	-5.0429439	-1.6064889	-0.854866	NA	1.607142	-0.09814708749999995
CFAP20	-1.3448806	1.3249513	-1.6828612	0.5184329	-0.4926195	0.4220267	-1.477706	1.214616	NA	-0.18975505000000004
CCL24	1.3448748	2.7439433	3.9958606	0.2958576	-6.7859409	0.4276606	7.549368	NA	0.796796	1.2960525
ABCB8	1.3446831	2.7594507	1.9775707	0.6684579	2.5973492	1.4928862	3.564309	1.145279	-0.248463	1.7001692000000004
TNFRSF25	1.3444112	-1.2112683	2.7049541	0.9588817	-1.7246281	0.9526936	-0.17855	-3.6796848	-2.417661	-0.36120573333333333
HOXD1	-1.3436225	-1.2785621	1.811624	-4.7458447	-6.3671769	-3.4478171	-3.185989	-3.1282323	-2.156769	-2.6491544
NUDT4	1.3434255	-0.3017164	NA	-3.7968254	-0.1810752	-2.0203993	NA	3.5639496	-0.833016	-0.31795102857142854
LCE2D	1.343042	NA	0.6588653	4.3368184	NA	0.0480471	1.132993	NA	1.511767	1.5052554666666669
PTK2	-1.3429105	2.7036872	-5.0847865	-1.9320734	-1.4718798	2.2441777	-3.404844	-1.8847458	-0.354199	-1.1697304555555554
USP51	-1.3429104	-2.0465146	1.3706708	2.2710472	2.2991413	0.7385641	-0.81501	NA	0.395271	0.358782425
HUNK	1.3422036	-1.2267163	-0.3678791	1.7694263	-1.4038989	-2.6318737	-2.883525	NA	-1.607427	-0.8762112625
LRRTM3	1.3419585	NA	2.849754	-0.9209479	NA	0.0072571	-2.178978	NA	1.565586	0.44410495
METTL23	1.3418287	-1.7048197	2.60742	1.8865982	-1.764492	-0.4281893	1.576702	NA	NA	0.5021497
FAM32A	-1.3414086	0.6338096	-2.1380286	0.9794185	-6.1755133	0.843904	-4.092728	1.4498062	1.897347	-0.8825992444444446
VN1R4	1.3412991	0.2832428	1.6701067	0.166497	1.2318374	0.0436525	-2.172351	NA	1.576448	0.5175915625000002
HEATR5A	-1.3412677	2.0340825	-5.3529586	-9.4961076	-2.0727575	-0.4171382	-7.407127	NA	-0.571226	-3.0780625125
WDR83	-1.3412452	-0.3229469	2.9191704	0.8337268	-1.2974324	-0.9025385	-4.257786	NA	NA	-0.6241502571428572
C12orf66	-1.3411121	-2.8480396	-2.2983192	-1.8972901	0.418471	-2.730173	-0.696705	NA	-1.699998	-1.63664575
LGALS14	1.3410673	-2.3938685	-1.6107011	-0.1054082	-0.3325118	-1.7245116	-2.632674	NA	1.541945	-0.7395828625
ARL6IP5	1.3410537	0.9656787	-1.4267296	0.5746263	3.5167913	3.2595559	0.132802	-1.4977677	1.921958	0.9764409555555554
HBP1	-1.3408503	-2.65867	-2.6674488	-1.4495104	-1.3905101	3.5958064	-4.247759	-2.6983626	1.507462	-1.2610936444444443
HMGCLL1	1.3407993	-2.0446212	-1.9433222	1.0167986	-4.1847517	-0.9912792	-0.725977	NA	-1.414751	-1.11838805
DACH2	-1.3404469	-0.3542983	-0.4140061	1.4381658	-0.1676121	0.2577832	-2.359119	NA	1.166881	-0.22158155000000007
SPATA32	1.3399386	-1.5646907	0.949372	-1.1881383	-0.5165359	-1.566458	-2.65637	NA	NA	-0.7432689000000001
CFAP57	-1.3398095	-0.2321681	1.0276713	-1.634595	-2.8461771	-1.6647859	-1.696141	NA	NA	-1.1980007571428573
CCDC34	-1.3397261	0.5656729	-3.2861319	-2.1650009	-0.0077079	-1.0097328	-3.337234	NA	-1.312432	-1.4865365874999998
TRIL	-1.3396693	3.491978	1.9816325	2.3100797	1.4478249	-1.9773643	-3.415129	-3.9846235	0.229181	-0.13956555555555544
TRPM1	-1.3393183	0.9810136	0.903558	-1.7601501	-0.3092977	-2.9713217	-2.030544	-1.1795123	1.433093	-0.6969421666666666
ZNF454	-1.3385797	NA	-2.4806164	-0.6058989	NA	-0.3970787	-1.867809	NA	1.356606	-0.8888961166666666
MRPS17	-1.3383241	NA	-4.5849814	-0.1935711	-0.2432567	-2.8056657	-2.276014	NA	2.030239	-1.3445105714285714
CLDN17	1.3376656	0.496607	-1.0069142	-1.148697	0.3452158	-1.1312974	-1.167645	NA	1.587584	-0.08593515000000002
HNRNPL	1.3371166	-2.2690769	-4.0775589	0.7121036	3.2245956	-2.7741618	-0.914706	-1.1762663	2.285415	-0.40583767777777774
TARBP1	1.3370754	-1.4019891	-4.5276935	-1.3540225	-0.7399474	2.0120246	-4.507412	-0.8432573	2.087093	-0.8820143111111111
MT1JP	-1.336881	NA	2.2777939	-6.3005588	NA	-2.9407609	-8.882629	NA	NA	-3.43660716
TVP23C	1.3364651	0.4866584	4.8340171	1.1298211	-1.1829627	1.4673603	2.435893	NA	NA	1.5010360428571428
GIT1	1.3363702	-1.5694088	-2.443378	-1.7283164	0.2182326	3.9322859	-5.12837	NA	1.218306	-0.5205348125
ABLIM3	-1.3355426	0.3189379	2.8980177	6.705734	5.4458467	-0.5514815	4.265947	0.8012658	2.364812	2.323726333333333
FAM135B	-1.3354173	-1.470792	-3.1693522	-3.6558255	-1.5575372	-2.8137333	-1.194348	NA	0.410181	-1.8483530625000002
SMARCA5	-1.3344813	-1.4391604	-3.0393685	-1.3249504	-0.5134347	1.6821754	2.931763	-1.9969042	1.831309	-0.3558946777777778
BMP3	-1.3338637	-1.3865122	NA	-9.5213218	-5.3551571	-1.152293	NA	-3.4168734	0.60271	-3.0804730285714292
PARP4	-1.3338352	1.5566265	-3.4048198	-3.4080097	-3.4716165	1.2509281	-4.041774	-2.1726891	-3.112451	-2.015293411111111
AGR3	-1.3336347	1.2997009	-2.3578694	-1.8125859	-2.77188	-0.3270496	-1.815197	NA	-4.160367	-1.6598603375
SLC35E3	1.3332841	0.6562458	0.0003868	-4.4853102	0.114213	0.9128338	-0.650924	NA	-1.535512	-0.4568478374999999
AKAP11	1.3329945	-1.1212912	-2.753041	0.428958	-0.0845054	0.0438345	0.73604	-1.2216457	-2.826742	-0.6072664777777776
RNF24	-1.331399	3.8129415	4.9499941	8.7109903	6.0886012	0.0630245	6.668943	0.4107385	2.523149	3.5441092333333333
SREK1	-1.3307974	-3.3410872	-4.6378265	-2.8712257	-0.8458926	0.3168548	1.970276	-3.5411501	NA	-1.7851060875
SLC46A3	-1.3305365	-1.5287028	NA	-0.4866668	-4.979412	1.8216258	NA	-1.022426	0.042767	-1.0690501857142858
BTNL3	-1.3304214	0.3900888	-1.5320808	-3.2105626	-3.7684643	-1.3775479	-1.706745	-4.2290325	-4.082941	-2.3164118555555553
NR5A2	1.330185	-2.0140086	-4.6153816	-1.6219496	-4.2945138	-1.1919776	-6.397757	-7.0040393	-4.580219	-3.3766290555555556
DHODH	-1.3301006	2.06957	0.2594383	0.6707199	0.7769942	-1.4088214	-1.352917	0.8519943	1.44589	0.22030752222222225
MICU2	-1.3300054	0.931808	-4.5383762	-5.7194414	-1.1087212	-3.9283788	-6.99896	-1.6051764	NA	-3.037156425
STK26	1.3298973	1.6899148	-2.8355397	1.4803533	4.6625493	-1.0042793	-0.342732	NA	NA	0.7114519571428571
ACAD9	-1.3297666	0.57811	-4.5361483	-2.1894213	1.6061574	-3.0726323	-1.903394	NA	-0.710539	-1.4447042625
GYS2	-1.3294538	0.5731516	0.5088743	-0.2712805	0.317136	0.3306773	1.204084	1.805635	1.283759	0.4913981
MAPT	1.3293066	-1.8224547	0.0119365	2.8473539	0.2669984	-1.3759598	-1.661482	2.2343346	2.764079	0.5104569444444444
POLR2J	1.3288011	0.513136	1.1814367	-3.0544181	-5.8693944	-0.0027206	-0.724407	0.730306	1.555776	-0.4823871444444446
MTURN	-1.3283837	-1.1406951	-1.6243046	-0.9653611	1.8389221	-1.7106905	-1.722735	NA	NA	-0.9504639857142857
MTR	-1.3281249	-2.4456461	-2.85427	-1.6985863	0.4351838	-1.919559	0.129292	-2.8950493	2.41469	-1.1291188666666667
ESYT3	1.3280621	1.1845276	1.1453468	-2.8841829	1.6996594	0.4851398	-1.946502	NA	NA	0.14457868571428567
KLHDC10	-1.3279889	2.7044563	-3.5508293	-4.2997347	1.4317404	-1.4020806	-3.589491	-2.7849511	-2.133998	-1.6614307666666668
SYT8	1.3277181	-0.2057025	0.8725939	-0.5204249	-3.3008874	-0.7758228	-0.544827	NA	1.722825	-0.17806594999999995
LPAR3	1.3272575	1.2534941	2.054693	-0.6794671	-1.7092389	1.2938408	2.638241	NA	1.67562	0.98180505
RABEP2	1.3268477	-1.3664625	2.0961589	-1.2654823	-1.123063	-0.0916014	-2.474886	NA	2.212826	-0.08570782499999996
COL9A1	1.3267379	-0.715024	1.4001621	-3.2195734	1.277051	-2.7291109	-2.486716	0.5388457	1.962594	-0.2938926222222223
GBAP1	1.3265999	NA	-1.0460672	0.9681733	6.2864497	0.5705668	-0.092609	NA	NA	1.3355189166666668
SHCBP1	-1.3260881	1.5990899	2.2417907	4.2707984	1.5379612	-1.6333146	7.067787	NA	2.340746	2.0123463125
HOXD10	-1.3258605	-0.9962767	-0.6006238	-1.536475	1.6566896	-0.0677856	-1.727583	-1.5374199	-0.745785	-0.7645688777777777
