Gene	GSE109248	GSE117239	GSE117468	GSE13355	GSE136757	GSE137218	GSE14905	GSE193128	GSE30999	Average
RBP7	-2.391438	-9.8162378	-5.2021876	-7.2845296	-4.90	-1.79	-5.96	-1.38	-9.05	-5.308265888888889
IGFBP3	-2.3913554	7.1910364	4.1111897	12.27059	6.05	4.38	-1.07	4.77	7.16	4.719051188888888
SLC35D3	-2.3911249	NA	-2.9281786	-2.3801062	-1.76	-2.26e-02	1.04	-8.45e-01	-1.48	-1.3458762125000001
TMEM204	2.3909606	-3.2529924	-4.9061613	-7.3006712	-3.99	-4.02e-01	-3.35	-1.31	-2.78	-2.7667627
BNC1	2.3907317	8.8899501	3.460516	6.4997359	3.65	1.12	2.55	1.05	7.86	4.163437077777778
CETN2	2.3905182	4.3340082	4.6983943	7.1460079	1.55	-1.52e-01	5.66	4.99e-01	4.30	3.380658733333333
TAF11	2.3900083	-7.4846117	4.2602004	-9.7067541	-3.35	1.69	5.55	4.74	-6.33	-0.9156841222222221
DCAF6	2.389054	-2.2809737	3.9320996	2.1878309	1.78	1.69	-1.72	2.56	-3.38	0.7953345333333331
C8orf4	-2.3890153	1.3509975	1.6808566	0.2850497	-7.96e-01	3.82	-7.96	3.35	1.25	0.06576538888888889
FAM174B	-2.3888142	-15.947479	-7.6330031	-12.8118463	-1.07e+01	-2.49	-5.06	-2.75	-1.41e+01	-8.209015844444444
FSD2	-2.3882332	NA	0.1316504	-0.2754634	0.00	-3.77e-01	6.41e-01	6.81e-01	-1.05	-0.32963077500000004
ROCK1	2.3880686	-3.0651252	3.5016306	2.0487018	1.68	6.32e-01	1.17	-7.65e-01	-1.84	0.6389195333333333
OVGP1	-2.3880091	-5.2648715	-7.2640303	-3.9069371	-4.95	-1.70	-1.45	-1.48	-4.96	-3.707094222222222
MUL1	-2.3875896	5.2737031	-3.2027794	3.633282	8.41e-01	1.59	-2.67	2.57	4.74	1.1541795666666665
PSMA5	2.387323	13.7649439	9.4009221	21.5767922	7.24	6.57	1.27e+01	1.05e+01	1.18e+01	10.659997911111113
SART1	-2.3871761	0.8188076	-3.3413937	-5.3556646	-2.98	7.95e-01	-1.55	1.72	-1.85	-1.5700474222222223
ASB10	-2.3871214	NA	4.6821289	3.9553078	5.01e-01	8.71e-01	-4.07e-01	-1.28	1.22	0.8944144125
SERBP1	-2.3869734	16.1706972	7.122029	14.627316	8.24	6.47	6.28	7.98	1.44e+01	8.767007644444444
SLC25A29	2.386948	-6.3912836	-8.0168536	-11.6772214	-5.91	-2.07	-7.31	-2.12	-6.58	-5.298712288888889
KIF2C	-2.3866688	18.3943317	8.6590608	22.2246065	1.07e+01	6.57	8.61	9.20	1.38e+01	10.641258911111112
JAKMIP3	2.3866632	-2.643973	-5.651314	0.1075439	-4.33	1.11e-01	-1.62	3.91e-01	-3.66	-1.6565644333333334
KCTD16	-2.3863797	NA	-4.2688113	-4.0906882	-1.02	-9.16e-01	-3.12e-01	-7.93e-01	1.54	-1.5308598999999998
CSF3	2.3861387	NA	2.4864243	4.5785031	1.82	2.39	-1.02	1.19	8.83e-01	1.8392582625
WAPL	-2.3860188	16.6635479	3.9636132	-11.3308	9.33	-1.63	-3.26	-5.05e-01	1.39e+01	2.749482477777778
HSD17B6	-2.3858086	-0.2986006	-1.4244016	-5.976583	-2.05	1.49	-7.61e-01	2.09	-1.75	-1.229599311111111
SULT1A1	2.3856877	-5.4981183	-5.5953961	-7.3691223	-3.78	-2.06	-2.39	3.43e-01	-4.71	-3.1859943333333334
MTFR2	2.3855701	14.6575363	6.8273066	13.5470205	6.86	1.38	1.27e+01	4.13	1.28e+01	8.36527038888889
RPS12	2.3852583	-3.5212878	-0.3727155	-3.3522103	-9.44e-01	4.89e-01	1.70	1.36	-5.65	-0.8784394777777779
ENPP3	-2.383373	-5.3566536	-5.8877583	-8.6892745	-2.85	-1.68	1.87	-4.49	-5.33	-3.866339933333333
RPL35	2.3831762	-3.2616675	-0.4390763	-4.1209964	1.69	1.99e-01	-2.06e-02	2.38	-2.68	-0.4300182222222223
SCN11A	-2.3828524	1.1514309	0.9615808	-8.6839685	-2.12	-1.04	-1.14	-8.29e-01	-1.79	-1.7636454666666666
JAG1	-2.3818091	-7.9637062	5.449577	-7.0095941	-1.50	-7.89e-01	-7.05	-2.25	-5.91	-3.267170266666666
GUCA1B	-2.3815474	-8.0990247	-6.8735192	3.0787646	-7.80	-9.84e-01	-1.12	-1.41	-7.80	-3.7099251888888887
NXPE1	-2.3813259	NA	1.2747093	0.8947621	-1.25	1.31	1.41	-4.85e-01	5.63e-01	0.16701818749999997
SEC14L3	-2.3804849	NA	-0.4877805	8.1980228	-2.19	-5.11e-01	1.68	-1.28	-2.31	0.08984467499999998
HLA-A	2.3794457	1.9034967	-0.7981153	4.7254223	3.04	1.25	1.71	2.34	2.44	2.1100277111111114
PRDM16	-2.37887	-9.7140088	-6.2873883	-2.0656014	-5.82	1.69	1.25	1.23	-9.41	-3.5006520555555554
PPP3R1	-2.3788625	-3.0323054	4.9127453	-4.6611988	4.24	8.91e-01	-3.33	2.15	-2.31	-0.3909579333333333
NRCAM	-2.3787642	4.6901635	3.3019256	6.5460792	2.83e-01	3.42e-01	2.67	3.53e-01	4.34	2.2386004555555554
ZNF558	-2.3776862	1.3649167	-1.4051698	-6.6394	1.36	-2.34	1.06	-8.05e-02	1.60	-0.8286488111111111
MTO1	2.3770233	14.323397	7.5095967	14.2332954	6.49	3.45	3.48	7.08	1.27e+01	7.9603680444444445
NACAP1	-2.3765017	-3.1671671	-0.214498	-8.4251614	-1.89	-9.42e-01	-2.88	1.10	-4.65	-2.6050364666666663
RNF170	-2.3759911	-8.2636562	5.0657051	-7.15158	3.88	7.99e-01	8.92	1.97	7.51	1.1503864222222218
LOXHD1	2.3756034	NA	-0.2277587	5.5600566	1.64	2.37	-3.35e-02	3.82	6.35e-01	2.0174251625000004
ARHGAP21	-2.3753654	-3.6168657	-3.3182084	-4.6542978	-1.84	-9.66e-01	-4.37	-1.40	-3.44	-2.886748588888889
NUDT12	-2.3748848	-3.5784009	-3.6639424	-4.0834539	-1.63	-1.36	3.86	2.91e-02	-4.26	-1.8957313333333334
SDCBP	-2.3746692	-14.070111	-1.8349079	-9.2942649	-2.95	-2.63	-7.24	-3.71	-1.12e+01	-6.144883666666668
TOPORS	-2.3744301	0.3758144	3.9403344	-4.4953368	2.52	-8.72e-01	-6.07	5.72e-01	2.78e-01	-0.6806242333333334
ATP7B	-2.3737795	-1.9213959	0.7404567	6.6002308	-2.14	-1.50e-01	1.16	6.25e-02	-2.34	-0.04022087777777772
UBXN2B	-2.3736539	0.521068	-2.4338939	-4.7061143	-1.77	-1.07	1.70	-1.04	-1.02	-1.354732677777778
RHOXF1	-2.3729437	-0.9036508	-7.1416263	0.8745044	-2.26	-4.14e-01	-2.15	1.50	-1.51	-1.5975240444444445
GTF3C3	-2.372623	-3.5390493	-5.1177625	-8.4435309	-6.86e-01	-2.19e-01	3.61	2.16e-03	-3.63	-2.2662006333333338
TLE4	-2.3721615	-7.404824	-4.8568265	-10.6554362	-3.81	-5.63	-4.85	-5.93	-6.61	-5.791027577777778
LRP11	-2.3720919	2.6720923	-0.8773169	5.8742349	1.62	2.13	2.53	3.78	2.84	2.021879822222222
ASPM	-2.3718125	16.1617335	6.0688446	19.5594774	1.05e+01	7.23	9.16	9.61	1.44e+01	10.035360333333333
CD3D	2.3715052	12.356848	6.547473	15.987749	6.65	3.02	7.86	3.07	1.16e+01	7.718175022222222
NEPRO	2.3710166	-10.7413862	-2.8789588	-11.9367365	-3.10	NA	-4.27	NA	-9.29	-5.692294985714286
EFCAB13	-2.3704366	NA	-2.7810198	3.1442021	-1.64	-6.03	-2.85	-2.52	-3.08	-2.2659067875
RICTOR	2.3700043	-9.642716	2.3879307	-11.857092	-4.23	-2.83	-8.68	-3.64	-7.73	-4.872430333333333
TRIM8	-2.369567	-14.8155173	-6.9386216	-10.3134112	-1.01e+01	-4.41	-9.24	-3.83	-1.38e+01	-8.424124122222223
USP32P2	-2.3690228	-0.224545	6.4765224	-3.4099711	1.00	2.63	6.65e-01	2.65	4.18e-01	0.8706648333333333
GPAT2	2.3685093	-4.1837587	-4.5618524	-1.3376876	-1.97	1.79	-8.45e-01	6.16e-01	-4.43	-1.3948654888888887
HES7	2.3684081	NA	1.1131849	1.5622508	0.00	7.34e-01	-7.99e-02	9.21e-01	1.54	1.019867975
TBRG1	2.3680714	-12.6358204	-8.3577376	-9.1433885	-6.69	-2.68	2.85	-3.15	-1.14e+01	-5.426541677777777
P2RY14	-2.3679654	-7.380136	-4.4254613	-7.4832018	-3.04	-5.90	4.96e-01	-5.92	-6.06	-4.6756405
PPP1R12A	-2.3676749	-10.7499033	-2.6485301	-11.2893571	-3.37	-2.26	-1.07e+01	-2.67	-8.30	-6.039496155555556
RBL1	2.3671735	8.1876102	4.987962	6.1477286	6.34	4.79	4.26	5.23	7.74	5.561163811111111
DNTTIP1	2.3670481	1.8264023	-3.49759	6.5790545	1.07e-01	-9.47e-01	2.11	1.40	1.55	1.2772127666666666
PLRG1	2.3670216	11.2793137	6.8607793	9.7327976	6.23	7.25	4.71	8.73	1.09e+01	7.562212466666667
PXMP4	-2.3668951	14.0647832	7.2949835	-10.8345783	7.15	-2.20	9.92	-1.00	1.18e+01	3.7586992555555554
MBOAT1	2.3659134	-10.2416332	-4.3071818	-7.3290395	-4.13	-5.52	-4.53	-6.73	-8.47	-5.4324379
FAM46C	-2.364992	-5.8847731	-2.7924093	-4.1402994	-3.41	-2.44	-5.82	-3.09	-5.89	-3.9813859777777783
PXYLP1	2.3646797	-4.5493238	-7.1943576	-13.2059738	-5.63	-4.50	-7.07	-4.33	-3.50	-5.290552833333333
NUDCD3	2.3641063	-3.02498	-3.1294856	-1.9720314	-2.24	4.06e-01	-3.71	-7.31e-01	2.16	-1.0974878555555554
CENPA	2.3640347	NA	4.3278075	11.7533985	5.37	3.38	3.67	3.62	3.40	4.7356550875
ABCC9	-2.3639393	-3.7491636	-2.2824735	-7.5968851	-3.63	-2.96	-3.33	-5.29	-4.23	-3.936940166666667
SLC39A13	2.363709	4.6829155	-2.3492518	2.6607339	2.58	-4.73e-01	4.48	-2.10	4.54	1.8205674
UNC5A	-2.3637076	NA	-0.7282022	4.4729256	3.31	8.24e-01	6.15e-01	-4.72e-01	1.65	0.913501975
ARL14EP	-2.3636585	-7.4358923	-5.5370057	-8.2692552	-3.60	-1.69	-1.24	-3.12	-6.03	-4.365090188888889
FAT1	-2.3627531	0.4840954	1.8556475	9.3370625	9.62e-01	-2.49e-01	2.17	2.33e-01	1.01	1.4933391444444444
LRRTM1	-2.362734	NA	2.2593874	-1.0783758	0.00	-4.96e-01	-7.85e-01	6.52e-02	-4.29e-01	-0.3533153
MEGF10	-2.3623543	-7.1740532	-4.6214636	-8.7521914	-7.75	-9.61e-04	-7.13	-9.33e-01	-7.20	-5.102669277777778
DEPDC1B	2.3621377	22.5855591	9.0185069	15.3867061	9.62	7.76	1.03e+01	8.61	1.91e+01	11.63810108888889
IMPACT	-2.3604384	8.6699605	7.1848854	-8.4101235	4.77	-2.59e-02	4.26	3.94e-01	7.45	2.4369315555555557
STX3	-2.3604383	11.8731723	6.5090388	13.3003357	1.02e+01	2.46	3.58	5.75	1.01e+01	6.823567611111112
PDCD6IP	-2.360197	13.3891578	6.0816667	-19.7080142	-4.89	4.56	-7.82	1.59	1.20e+01	0.315845922222222
NXNL2	-2.3600453	NA	1.2395409	-2.4303882	9.23e-01	2.54e-02	-1.84	6.87e-01	-9.53e-01	-0.5885615750000001
PCAT18	-2.3594131	NA	-2.3828761	-5.3243487	-4.23	9.08e-01	-1.44	1.22	-1.04	-1.8310797375
SNRPN	-2.3592629	NA	1.807528	-1.625704	0.00	-4.45	-1.02	-4.44	4.42e-01	-1.4556798625000003
H2AFY2	2.3592188	6.6614182	5.1226175	6.5762644	3.02	2.05	4.39	3.43	6.02	4.403279877777779
POMZP3	-2.3590733	-0.8467771	-2.0062476	-0.6008067	6.40e-01	-4.31e-01	1.93	1.66	-8.37e-01	-0.3167671888888889
HOXC12	2.3583438	NA	-3.4786936	1.6095496	-5.44e-01	2.57	6.74e-01	-2.77e-01	-7.84e-01	0.2660249749999999
STAP1	-2.3581855	NA	1.8349123	-0.4668335	1.53	2.58e-01	1.18	-3.93e-02	1.31	0.40607416250000006
LRP2	-2.3580225	NA	-1.8017141	-1.3319943	-9.95e-01	2.11	1.30	-2.83e-01	1.50	-0.23246636250000002
SDHA	2.3579685	-8.2443578	-4.2066757	-6.0948165	-3.43	-1.26	-5.71	-8.38e-01	-7.74	-3.907320166666667
ZNF225	-2.357687	-4.381321	-5.9471159	-6.2646286	-4.99	-4.26e-01	-2.79	-2.04	-4.60	-3.755194722222222
RANBP2	-2.3575258	5.24145	4.085662	-4.4419946	2.52	1.72	-3.22	2.37e-01	5.38	1.0182879555555555
KLHL41	-2.3574669	2.4054594	-3.0398026	-1.9893122	5.11e-01	-1.11	-4.12e-01	1.61	1.66	-0.3024580333333333
IRF5	2.3573509	0.2314982	-2.3728709	0.6449232	-1.43	-7.29e-01	3.06	4.25e-01	5.88e-01	0.30832237777777777
FKBP14	2.3571017	-1.7610709	-5.8757544	-7.2755257	-4.57	-2.02e-01	1.42	-1.28	-1.75	-2.1041388111111115
TUBA1C	2.3567404	11.0015626	5.2351113	10.6518819	4.00	3.55	6.60	-3.41	9.98	5.551699577777778
GPAT4	2.3567355	-3.1972588	-7.9169277	-5.3811833	3.27	9.71e-01	1.86	1.05	-3.41	-1.1552927
DNAJC27	-2.3564977	-7.1409731	-3.2495708	-4.3152476	1.04	-1.05	-5.79	-1.60	-6.37	-3.425809911111111
ZNF570	-2.3563527	-11.063659	-6.8430426	-5.2253607	-7.53	-2.83	-5.22	-5.57	-9.37	-6.223157222222222
PACS1	2.3563154	4.9646973	-4.5229648	-2.9306972	-1.10	-8.64e-01	-2.46	-1.54	-2.47	-0.951849922222222
CDK15	-2.3563096	-0.291797	-2.2068785	2.5081823	-1.07	-2.04	1.80	-2.37	1.12	-0.5452003111111111
METTL18	-2.3562366	0.9721179	-1.5068823	-5.7356468	7.93e-01	-2.79	4.21	1.58	6.60e-01	-0.46373864444444446
SSRP1	-2.3557027	7.0982247	4.1437164	7.7320761	5.98	3.87	3.73	7.86	6.79	4.983146055555555
IMPDH2	2.3556347	-0.4861358	1.9425877	2.4933051	2.76	-3.64	3.61	-1.48	-1.51e-01	0.8227101888888887
MED28	2.3554004	-7.4631459	6.0067621	14.6538221	-6.41	8.92e-01	-4.34	-2.21e-02	-5.72	-0.005251255555555723
LARP1B	-2.3552798	8.6590218	5.5559809	4.1397151	3.65	-6.54e-01	-3.97	-2.79e-01	6.81	2.3951597777777778
EFNA1	-2.3550458	-6.7024483	-3.422818	-5.0335468	-4.27	-3.49	-9.76	-1.66	-5.65	-4.70487321111111
NTS	-2.3547298	0.1284705	-0.3800966	-0.0710426	-9.40e-01	6.99e-01	-1.69	2.30	-1.02	-0.3698220555555556
RIBC1	2.354635	NA	-2.0214334	-1.2682101	-6.79e-01	1.46	1.30	1.75	8.68e-01	0.4704989375
MRGPRG-AS1	2.3543411	NA	1.9737112	2.0781219	2.57e-12	2.51	8.24e-02	6.65e-01	3.27e-01	1.2488217750003214
PTGIR	2.3538909	1.6626361	1.6803298	1.7140298	3.16	-7.60e-01	-1.81	-1.19	1.65	0.9400985111111111
LINC01512	2.3530202	NA	2.2716307	1.7107197	1.82e-02	-9.21e-01	8.53e-01	-1.68e-01	2.35	1.058446325
POU3F1	2.353	-2.6736041	-5.5402183	-4.142334	-3.60	-4.02	-2.43	-3.30	-3.52	-2.9859062666666665
IL7	-2.352195	-0.352504	0.5347773	-3.8466276	-1.72	-1.82	-4.30	-1.39	-9.13e-01	-1.795505477777778
C1orf43	2.3511631	10.3039692	8.6437927	14.9199648	6.11	2.40	9.51	3.67	8.48	7.376543311111111
CLGN	-2.3507805	-1.4415224	-4.8308134	-5.8599861	-6.81	1.74	-2.56	-3.62	-3.07	-3.200344711111111
PSMB5	2.3506948	10.5843676	6.1808454	21.8121723	3.98	2.95	6.15	7.54	1.00e+01	7.949786677777777
TALDO1	-2.3504528	9.0016992	4.6384274	11.2171873	3.62	2.58	4.91	4.51	8.06	5.1318734555555565
HSPA9	2.3498417	6.0591678	9.3429605	10.2188391	4.90	2.35	1.99	1.96	5.39	4.951201011111112
IQCG	-2.349764	-6.3224271	-2.3136379	1.1211119	-7.34e-01	-2.08	1.71	-2.72	-5.78	-2.1631907888888886
LHX4	2.3494612	-0.8262784	2.0980952	2.953926	-1.96	1.75	1.70	3.94e-01	-2.01	0.7165782222222222
OLFM2	2.3494567	-9.3273886	-5.1956743	-3.486981	-4.27	-2.99	1.03	-6.17	-9.27	-4.147843022222222
SPDEF	-2.3490938	-4.5934617	-4.4660243	-6.6006409	-7.07	1.74	-6.03	-1.47	-4.83	-3.963246744444445
RAB11FIP4	-2.3487218	8.3496437	-5.2472864	-5.6272861	4.49	-1.18	4.29	-2.24e-01	7.38	1.0980388222222222
ITPRIPL2	2.3486318	-17.5379243	-5.8269601	-13.9106176	-6.44	-2.69	-3.49	-3.81	-1.57e+01	-7.450763355555556
MAK	-2.3485745	-6.4477083	-5.1474592	3.1963592	-9.69e-01	-7.07e-01	-1.57e-01	-1.39	-6.63	-2.2889314222222223
GINS1	2.3483365	12.6640892	8.0658538	14.8635899	6.90	6.02	8.79	9.88	1.07e+01	8.914652155555556
LOC389332	-2.3476131	NA	1.3442482	3.5637708	-1.13	1.51	-2.04	1.11	1.42	0.42880073750000003
COLEC12	-2.3475059	-6.4291727	-4.8141274	-5.9122882	-4.79	-5.12	-4.56	-4.45	-4.86	-4.809232688888889
RAB12	2.3468253	-5.5138606	-3.162375	-7.4362291	-1.68	5.18	-3.71	3.21	-5.28	-1.7828488222222225
U2SURP	2.346792	-8.2091432	-6.2348822	-12.3705971	-4.99	-3.32	-9.50	-2.78	-6.77	-5.758647833333334
MLKL	2.3465467	10.8680354	5.3816314	12.6165193	1.07e+01	7.67	5.55	1.16e+01	1.01e+01	8.53697031111111
PPFIA1	2.3462483	9.8621997	4.7527929	3.3355849	7.93	-1.52	-3.72	4.09e-01	8.36	3.528425088888889
RRP15	-2.3458225	10.723087	7.4387967	8.5028215	6.84	2.83	6.18	2.38	9.50	5.783209188888889
SERPINB12	2.3456026	7.9624678	4.0260809	5.4311478	5.31	-1.80	3.90	2.05	7.43	4.07281101111111
P2RX5	2.3453773	2.6918845	1.9941936	3.7702642	5.51	1.06	1.38	2.95	3.04	2.749079955555555
FNBP1	-2.3453188	-8.3042927	-2.4518896	-5.5153304	-2.39	-8.95e-01	-2.95	-5.87e-01	-7.70	-3.682092388888888
LUC7L3	-2.345125	-12.6741388	-6.7504542	-11.0893111	-4.50	-4.76	-4.32	-3.50	-1.14e+01	-6.815447677777778
TNKS1BP1	2.3449992	2.7331421	-2.5676733	-2.0710988	1.31	-2.53e-01	-2.82	1.79e-01	2.59	0.1605965777777778
PGK1	2.3448541	12.00244	9.647052	22.3789169	5.87	6.25	7.97	1.11e+01	1.11e+01	9.851473666666665
KIF5C	-2.3446875	-4.424216	-3.6835676	-7.3025205	-5.08	-9.05e-01	-1.94	-6.03e-01	-4.88	-3.462554622222223
ARHGAP31	-2.3444095	-12.4122726	-7.610557	-11.5257062	-7.70	-7.73	-2.58	-9.07	-1.09e+01	-7.985882811111111
CEP164	-2.3444093	3.2148307	2.2303826	6.6077917	3.81	2.95e-01	-1.68	1.89	-2.90	1.235955077777778
PLLP	-2.3442709	-14.3050492	-11.7695701	-21.3318718	-9.93	-9.42	-6.79	-1.17e+01	-1.25e+01	-11.121195777777778
ARMC1	-2.3437646	-3.381041	5.2953886	2.6013894	4.34	1.17	-3.48	4.28	3.05	1.2813302666666668
CCDC71	-2.3436903	NA	0.1619505	1.9638334	-7.76e-01	-1.21	3.40	7.76e-01	-1.09e-01	0.23288669999999997
CREBZF	-2.3434292	-7.2607752	-5.6360278	-10.2949171	-3.94	-2.57	-6.11	-2.96	-5.24	-5.150572144444444
CSF1R	-2.3432972	-2.8967539	-3.8641198	-4.0697447	-1.58	-4.74	-1.34	-5.17	-2.08	-3.1204350666666665
ANKLE1	2.3432702	NA	2.4468575	1.4696839	4.53e-01	4.27e-01	8.20e-01	1.11	6.33e-02	1.14163895
AOC2	2.3428132	-1.6336405	-0.3573283	2.4594908	-9.17e-01	-1.14e-01	-1.12	-1.05	-2.16	-0.2832960888888889
RDH5	-2.3424245	-8.1869581	-2.2466175	-4.1881098	-5.86	-1.76	1.49	-6.18e-01	-8.50	-3.5791233222222223
CTTNBP2NL	2.3421806	6.6009798	-2.0252639	-3.2058848	4.85	-1.79	-5.72	-1.51	6.28	0.6468901888888889
AKAP7	-2.3420068	-0.9468476	1.9912147	2.6026679	5.64e-01	5.36e-01	9.53e-01	1.26	1.32	0.6597809111111111
NCKAP1L	2.3417133	4.8670881	2.3916887	6.3322373	3.25	9.02e-01	3.65	2.18	4.21	3.3471919333333333
MFN1	-2.3417124	14.867233	9.6457627	19.9609177	9.43	6.68	1.25e+01	8.08	1.34e+01	10.246911222222222
ZNF530	-2.3416211	1.4528302	1.1455719	0.736451	2.29	1.60	1.51	2.15e-01	3.15	1.0842479999999999
LPAR6	2.3409987	6.0772443	3.911212	2.9195085	9.90e-01	2.95	-1.08	4.73	5.87	3.1898848333333327
PHACTR2	-2.3409818	1.9182644	4.8426387	-2.9027873	3.63	3.26	-3.59	1.54	2.31	0.9630148888888888
BTAF1	-2.3409422	-2.6940885	-5.1414206	-6.7314404	-3.49	-5.02	8.86e-01	-4.83	-1.70	-3.4513213
TTF1	2.3407735	-2.5665745	-0.909563	-6.2658254	-2.10	2.36e-01	1.15	-3.06e-01	-1.99	-1.156798822222222
LRRC37A4P	-2.3407166	-1.9929217	-3.7432455	-3.6327776	-9.96e-01	-1.42	-1.50	-1.80	-1.87	-2.1439623777777777
SLC39A9	2.3403229	0.8609397	7.0329122	7.6613525	9.03e-01	3.33	1.97	3.59	3.08	3.418725255555555
TRMT5	2.3400427	11.4887944	3.2984281	8.2697816	4.44	2.65	5.92	1.07	1.02e+01	5.519671866666666
SPACA4	2.3399786	5.0724964	5.2152718	6.9863417	6.25	1.71	4.31	4.56e-01	5.23	4.1744542777777776
ERAP1	2.339775	-5.271971	-3.8370241	8.6688416	4.47	-2.47	4.12	-2.33	-4.21	0.16440238888888883
RAET1E	2.3394675	14.3727181	7.0109937	12.7957158	7.61	6.08	7.04	7.77	1.26e+01	8.624321677777777
C11orf68	-2.3394418	-5.9713005	-7.4231231	-11.3248813	-5.03	-2.03	-7.82	-1.25	-6.04	-5.4698607444444445
NSF	-2.3388408	NA	3.4768894	1.687542	-9.70e-01	2.98	4.55	4.32	-1.08	1.578198825
MIB1	-2.3388284	-11.5232514	-4.6597935	-10.845538	-3.13	-1.59	-7.24	-2.50	-9.27	-5.899712366666667
CYGB	-2.3385671	-3.5087538	-5.9269713	-3.9356878	-3.53	-9.17e-01	-3.12	-1.56	-4.36	-3.244108888888889
ZNF34	2.3385427	-7.9174013	-10.793723	-15.6113509	-6.42	-1.50	-6.66	-3.48	-7.42	-6.384881388888889
COL13A1	-2.3383039	2.474818	3.4643816	1.6813511	2.77	7.91e-01	1.70	-1.42e-01	2.16	1.395694088888889
WDR41	-2.337921	-7.0246187	-3.0889164	5.2319667	-3.09	7.07e-01	6.26	2.53	-6.90	-0.8569432666666668
RNF149	2.3366292	8.7017532	7.37508	17.5945518	6.90	6.80	6.29	1.36e+01	7.98	8.619779355555556
PELI2	-2.3365788	-16.9924394	-6.5662448	-16.9901002	-7.20	-8.48	-1.21e+01	-7.98	-1.22e+01	-10.093929244444446
CHST12	-2.3364804	-4.9924298	-3.8524934	-3.3427131	-2.54	-2.21	-1.21	-4.21	-5.27	-3.3293463
SRPRB	-2.3363606	11.6211354	7.7401141	12.9077291	4.94	5.49	5.66	7.51	1.07e+01	7.136957555555554
SKP2	2.3358935	10.0949629	5.9338236	10.8000541	4.73	5.70	5.63	6.95	9.62	6.866081566666668
ELF5	-2.3357061	-1.1833389	2.3184295	0.5494894	-1.27	2.12	-1.56	2.10	1.53	0.2520971
BRIX1	2.3354122	7.5989499	2.167287	1.8076238	4.24	1.20	2.16e-01	3.74	6.80	3.345030322222222
CAPN7	-2.3353554	-3.2771188	0.977811	-5.7853707	-2.10	-2.18	-2.92	-1.95	-2.96	-2.5033371
ZNF813	-2.3353142	1.0805126	-3.2576418	-3.1952003	2.31e-01	-3.60	-4.12	-1.57	6.65e-01	-1.7890715222222222
MYBPH	-2.3346001	NA	1.9062006	5.4225462	0.00	2.49	9.60e-01	2.00	1.30	1.4680183375000002
EDRF1	-2.3342242	2.447567	2.7267467	-1.1597327	2.43	1.63e-01	2.49	1.47	2.65	1.2092618666666668
SKA3	2.333564	10.2064353	6.8489546	14.4457655	1.06e+01	7.10	3.09	7.67	9.27	7.951635488888889
FBXO44	-2.3330541	-2.9030702	-7.3340602	4.298377	-3.20	-3.09	-2.92	-4.18	-3.43	-2.7879786111111113
SLC5A11	-2.3329602	NA	1.2864625	3.4124596	-1.55	7.96e-01	1.44	3.53e-01	1.65	0.6318702375
GGACT	-2.3327203	2.113604	1.1414578	4.4718151	1.43	-5.75e-01	1.94	1.00e-01	1.90	1.132128511111111
ZBED1	-2.3313736	-1.6854499	-2.3274902	-4.1289365	-1.53	3.55e-01	-1.79	-1.44	-1.84	-1.8575833555555556
CLIC1	2.3304715	-1.9402446	-0.6840468	0.4394068	8.03e-01	1.90	8.57e-01	5.66	-1.27	0.8995096555555556
TRIM65	2.3302184	-6.8241964	2.947172	2.4711705	-3.14	3.12e-01	6.01e-01	1.02	-6.89	-0.7969595
HOXD10	-2.3299853	1.1902223	-1.579681	3.9088088	1.60	-1.20	1.31	4.97e-01	-1.13	0.2518183111111111
GATSL2	-2.3298504	2.1300823	-3.0841083	-0.2016521	-1.21	-5.28	5.87	-4.15	2.20	-0.6728365000000001
CD3EAP	-2.3287408	9.2591101	6.5451738	3.9272854	3.28	2.74	1.88	1.60	7.76	3.8514253888888894
ADSL	-2.3284583	3.8584712	-0.6267917	11.7872303	3.42	1.68	7.20	4.03	3.54	3.6178279444444446
LAS1L	-2.3277533	-2.8096159	-5.3166795	0.2856055	-9.01e-01	3.36	1.87	3.27	-2.64	-0.5788270222222223
GPR176	2.3276832	1.482475	-1.5042826	8.191517	-1.06	2.18	2.44	1.69	1.64	1.931932511111111
ETF1	-2.3273967	18.8384821	5.3182233	22.4777232	1.06e+01	7.01	8.38	1.05e+01	1.74e+01	10.91078132222222
NPB	2.3267139	NA	-3.3090076	-0.2588297	-5.29e-01	-2.58e-01	2.60	-9.99e-01	1.37	0.11785957500000001
CASC15	-2.3257446	-3.7857874	1.6951153	5.8664194	-2.69	9.26e-01	-1.82	-1.74	-4.26	-0.9037774777777778
ZNF155	-2.3253613	2.640516	-2.4987141	-3.9485583	2.93e-01	-1.21	-1.52	-1.56	1.36	-0.9743464111111112
SMARCD1	-2.3249088	1.9812117	2.8046391	1.7455937	1.59	4.75e-01	2.93	-8.53e-02	1.43	1.1718039666666664
UBAP2L	-2.3239706	8.7745198	4.4216636	4.8242669	4.38	-2.54	1.06	-2.01	8.26	2.760719966666666
RNF20	2.323445	2.0437624	0.7891442	-0.793583	4.85	-1.35e-01	3.74e-01	3.38e-01	2.20	1.3321965111111114
PSMC6	-2.3229184	13.5420995	5.3914109	11.2906005	6.95	3.03	6.02	7.07	1.27e+01	7.074576944444445
SFTPC	-2.322856	-2.5135351	-3.8431332	7.4494989	-2.71	1.50	-1.95	-6.41e-01	-2.22	-0.805669488888889
