Gene	GSE100163	GSE110169	GSE110174	GSE11907-96	GSE11907-97	GSE121239	GSE138458	GSE17755	GSE185047	GSE22098	GSE29536	GSE49454	GSE65391	GSE72326	GSE8650-96	GSE8650-97	GSE88884-1	GSE88884-2	GSE99967	GSE108497	Average
EIF3I	-0.549568	0.1314362	-1.6713948	1.0051897	NA	-0.9140385	0.0727904	0.950186	1.4802431	3.26	-5.177889	-1.0827951	-5.67	-0.8939361	-3.006171	NA	-1.817655291	1.309828069	-0.2675748	-2.21659578734814	-0.8365524949637856
URM1	0.549156	1.5837837	-2.098162	-2.588505	0.395999	2.2635116	-1.2100127	-3.36572	-6.1719188	1.84	-3.343929	-0.4215451	-4.32	-0.4888015	2.2357221	1.488095	0.530232119	-1.903997076	-1.6511412	1.42957406075446	-0.762382939812277
IMPDH1	0.548984	1.784141	1.9526849	-0.0211527	NA	2.9037369	-1.8096906	NA	-5.6682072	-5.34	-1.108878	1.8691499	3.19	1.8329751	3.2960443	NA	-0.083643592	-0.231967726	-0.6813796	-4.36501749189867	-0.1136600476410982
DSCAM	0.548813	1.2544244	1.2304346	-2.6239681	0.235179	2.8804691	-1.0692152	-3.640824	-1.2982348	-3.40	NA	0.9050858	5.69e-01	1.0098089	2.5563143	1.063062	0.581241756	1.326870462	-0.1959201	2.46024087036616	0.23119905201927163
ERV3-1	-0.54847	NA	0.7932957	NA	NA	2.8047635	0.7707046	NA	-0.5599099	1.71	NA	0.6010731	5.18e-01	0.6852171	NA	NA	NA	NA	0.5957079	2.85400903080083	0.9294900937091662
SLC25A48	0.548402	NA	-0.2428821	NA	0.59481	-0.7776071	2.9107976	NA	3.1114975	NA	-2.949826	0.9063265	1.10	0.8621921	NA	4.205277	-0.563619961	0.101290332	-0.1976614	0.950191178743206	0.7039458433162136
CD33	-0.548325	1.4972709	0.1674693	1.5988039	NA	-1.0015917	0.6661421	NA	-2.4067596	3.67	0.88907	2.2876893	-1.24	2.3430116	0.6383291	NA	0.471900557	-1.577391208	0.6001751	1.97279293698115	0.5899168991753617
SLFN11	-0.548151	1.630065	0.3683881	NA	0.952451	-2.4092339	3.9993785	NA	1.5516726	4.46	1.676355	3.1966894	-1.66	2.8174211	NA	2.013431	1.274623022	5.215703884	1.5213296	1.71760670538013	1.6339841183164785
SYNJ2BP	0.547762	-2.8788567	-1.7437249	NA	NA	-4.7731829	-10.2389471	NA	NA	3.50	1.634723	-2.234087	-4.61	-2.6144677	NA	NA	NA	NA	-2.0559266	-0.862944599758434	-2.1941377083132028
SF1	-0.547495	-4.0723644	-3.429595	-0.8353494	NA	-3.7182194	3.8174602	NA	6.345077	3.34	8.099376	1.3189301	-4.06	-1.8566139	3.0952373	NA	-1.85089758	-12.63771392	-0.4250106	-1.17547166689264	-0.505450015699567
TECR	-0.547187	-3.2512766	-0.930762	-0.8696187	NA	-3.6127895	0.0898623	NA	1.0623094	-7.69e-01	-2.428712	-3.5808836	-7.04	-3.3148132	-2.8549857	NA	2.747895634	-0.669516409	-2.2422811	-1.18929935533296	-1.729473990019586
WDR54	-0.546775	-1.7532106	-1.0448796	NA	-0.881325	0.8131613	0.073875	1.173028	-5.9351261	-5.73e-01	-4.036013	-3.7067877	-5.78	-3.4252953	NA	-1.290097	-0.987991441	2.232613091	-3.4205405	-1.89050565232303	-1.7210483056846126
VCPIP1	0.546751	4.2300855	2.0625879	3.5688136	-0.317366	2.9512935	1.0250787	NA	4.7412947	4.15	4.871537	1.9652244	5.71e-01	1.7533044	1.6871404	0.212399	2.616259479	7.217374669	3.1152291	0.221401899979315	2.4836531183147006
ICAM4	-0.546239	1.4689503	-0.654948	-1.6281842	NA	-3.81863	2.3113787	NA	-0.5061577	-1.34	-8.026847	-1.4526646	-3.43	-1.4419301	-0.5741902	NA	-1.114888611	3.498191191	0.2014127	-2.71680241083628	-1.1630322900491932
VPS37B	0.54572	-0.2872946	0.2914904	0.9074569	NA	-3.6844695	1.8932756	0.477359	-0.0217999	7.53e-02	-2.574719	-0.5921662	-9.66e-01	-0.5751385	1.2469624	NA	-0.404119369	-6.275455499	-1.8405551	-0.965398844665859	-0.7083084562592145
SPRR1B	-0.543964	1.4341341	-1.0052126	-2.2234135	NA	-0.8930604	-3.5295729	NA	-1.57439	-1.60	NA	-0.0777169	1.62	-0.1592369	1.4471187	NA	1.81756361	-2.439999393	-0.5099537	0.911661221040256	-0.4578776663724839
RAB5B	-0.54368	-1.6582389	1.914547	0.0889178	NA	-6.8886941	0.9953449	-1.568297	-0.7739199	-3.04	-5.91771	-4.8789596	-4.56e-01	-4.6457414	3.9340559	NA	-3.224838491	-11.63066039	0.1160705	-6.06702873111834	-2.4580462451176857
LRRC8B	0.543254	-2.2225886	1.4550234	-1.8530885	-0.395891	4.6207055	3.3046774	NA	-3.8610614	-1.43	1.845995	-0.41948	-8.95e-01	1.4412475	-2.4335936	1.062861	0.055738611	-1.425058925	-2.1519772	2.17513117581745	-0.030689770430660557
JARID2-AS1	0.542558	NA	-1.5325612	NA	2.591297	2.4119987	0.8809726	NA	-2.2082185	-1.12	-1.121198	-0.8430402	2.40	1.5870215	NA	4.284552	0.946106044	1.783403979	1.4802278	NA	0.8055413148666667
TMX4	-0.542354	1.3382902	1.8014769	1.5411971	NA	2.6268722	2.7140165	NA	2.2833947	2.18	1.836596	-1.2176835	1.57	-1.3531866	-2.5616764	NA	0.106341096	2.972050299	2.0008244	1.01650334861131	1.0772154260947828
ZHX2	-0.541776	-3.0988409	1.869248	-2.4425997	NA	-2.1456998	1.5846252	NA	5.9578226	1.56	-3.345573	0.2029386	-2.77	0.2713102	-0.9833942	NA	-1.957192631	0.173720009	-2.3726951	-3.11158268795108	-0.6558640829382988
MED15	-0.541671	1.8183712	-0.2141159	0.254783	NA	0.66592	2.2264769	NA	0.3878673	-2.85	-3.14435	0.4463486	-3.13	0.4577879	2.7118302	NA	-1.133227315	-14.23115163	-0.8088778	0.688072652904336	-0.9644668171820979
MAST3	-0.541633	-2.1962138	-0.0085118	-1.5781532	NA	-3.6276144	0.6086249	NA	0.0133599	-1.11	-4.673845	-1.6876833	-2.29	-1.8893248	0.4571668	NA	-1.714797967	-7.084068168	0.3240825	-2.84446147097138	-1.755474870939493
PGAP3	-0.540983	1.9070879	-2.8290329	-4.9824277	NA	0.926794	-0.5645881	NA	-4.802143	3.23	-7.628869	-2.53406	-4.54	-2.4305373	1.1604565	NA	0.453905338	-3.381735769	-3.4511676	-4.07208788934839	-2.00466991296167
GIMAP8	-0.540956	-1.2994358	1.2486444	NA	0.470665	-3.4842116	0.6490561	NA	6.5628376	5.61	-1.835097	2.8930881	-2.34	2.7657837	NA	-2.308799	-0.573180377	4.214492175	0.554008	1.70217334661219	0.8405334496830699
FAM76B	-0.540642	5.3747435	-2.2201866	NA	-0.964274	-2.3402861	1.6760144	NA	4.7125754	-9.58e-01	-1.730351	-0.6101949	-3.05	-0.6661164	NA	-2.504257	0.596085967	-0.354506983	3.8160423	-2.11091103451526	-0.11025085003030935
FCHO1	0.540179	-0.3814892	1.0425875	-3.4511794	NA	-2.8735137	-0.6342077	3.096265	-1.3613192	-2.54	-2.36996	-2.833313	-3.55	-2.6218377	0.916237	NA	-2.406085935	-10.4239747	-1.4664167	-1.70042651261297	-1.834358624867387
CLTA	-0.539239	1.7938998	1.8944341	5.3167551	NA	-5.0700878	3.5146611	1.474805	7.5177927	4.95	-0.043376	3.9001956	-3.24	3.8403764	2.537621	NA	1.252483609	1.171910228	-0.0958383	1.69843717817129	1.770823928620627
ZSCAN9	-0.539126	NA	-0.5984957	-2.1654126	0.019495	-3.1890848	1.0222306	NA	-6.5916379	1.40e-01	-0.335683	-1.7241177	-1.51	-1.4961075	1.0145042	-0.666276	-1.578600734	-0.644829278	-1.8952921	-0.975630555136147	-1.2063368926186746
MCM3	-0.538814	-3.9760843	0.0932591	0.272886	NA	-2.3318104	-1.7076475	NA	1.6467998	4.09	-1.761794	-1.0691447	-4.37	-0.8053762	0.6176722	NA	0.805411382	4.414398757	-0.5200993	-1.39188661989036	-0.3842488106406094
DNAJC25	0.538237	1.9884342	1.3808776	NA	NA	2.172831	1.1868767	NA	NA	-1.18e-01	-2.663978	0.8066341	-2.47	0.7253133	NA	NA	-1.252234494	2.211528397	-0.3125749	-4.16724537609668	0.0019071090645227226
TM2D1	-0.537635	-0.8743486	-2.3385531	-2.2739212	NA	-7.0440744	1.178074	NA	-5.2704414	3.06	-1.840709	-0.8175308	-2.14	-0.905231	2.0407612	NA	-0.011125529	-0.893591171	0.7859975	-3.09937931303498	-1.2342181066491167
MYO5A	0.537384	-1.2455562	2.006004	-3.082098	1.45558	1.9722358	3.7664649	1.329795	7.2663088	4.23	1.800374	3.9673791	-9.30e-01	3.7547553	2.3057169	1.767645	1.195940399	3.145950287	1.0795716	-0.753538327553067	1.778495627922347
SEC24A	-0.535056	1.2252057	-0.6447817	-1.1385607	0.610626	3.6343605	3.7815629	NA	-2.215047	2.77	NA	0.4247189	1.25	0.2713249	-1.2502463	1.328887	2.09349549	6.959325202	2.1661519	-0.763605908815092	1.1093533823991615
FAM53B	-0.535042	-2.5887109	1.9109965	-3.5207562	NA	-5.1011374	-0.8610762	NA	2.4122827	2.39	-2.297491	-1.1377525	-5.61	-1.2451032	1.7909375	NA	-1.667628569	-4.403455266	-1.3437144	-0.992195774854339	-1.341167453520843
CDCA4	-0.535036	-1.7991872	0.9395295	-0.6459706	NA	0.2717276	4.6395602	NA	3.1229168	2.62	-5.194633	1.0121301	-3.41	1.233861	-2.1166339	NA	1.408844313	1.815734833	-2.511977	1.85102959979795	0.15893507328223241
XPNPEP1	0.53503	-2.7958023	1.0761546	3.4700383	1.348879	6.4827023	2.2228013	NA	4.6325833	1.41	0.505618	1.799518	1.05	1.8906549	1.1619613	2.657971	-1.078740364	4.535415695	0.3535324	3.27573127968404	1.8175815110886338
ANKRD49	-0.534825	1.6843662	-0.6042252	-0.110841	NA	1.9865688	-0.0712378	NA	-5.5143275	-3.99e-01	-3.916179	-0.8246361	-1.13	-0.7242175	-2.7750535	NA	-0.853506417	-0.343132382	0.4216714	-4.0102561811483	-1.0422841870675472
SLC25A4	-0.53401	1.199074	3.0892336	-2.2101383	NA	-2.0213717	1.5115516	2.511401	-3.4637699	2.03	NA	-0.7467445	-2.58	-0.6349339	-4.4515687	NA	-1.371747506	3.479661518	-1.3369687	-0.439875012330785	-0.35118861766651677
LRRC57	-0.533798	-0.4390359	-1.3941149	NA	1.588078	2.0609126	3.4670131	NA	-8.1510014	4.22	0.342397	1.1079229	-1.31	1.0038122	NA	0.405878	-1.520808478	4.025610835	1.4536968	-1.03296157629042	0.3113883047476223
GPC6	0.533444	2.0924378	-1.8767201	NA	0.907423	2.5568814	1.472635	NA	2.8752922	-1.92	-3.023607	0.9731445	-3.45	0.8226101	NA	1.713098	0.739436373	1.365505736	-0.1155789	2.0427173609966	0.45345408647038826
CENPBD1	-0.532984	-0.7010887	0.2160325	NA	1.591657	-4.2791559	3.1366055	NA	4.4007004	NA	-0.518466	1.9030378	-5.63	1.999739	NA	3.973239	1.043488625	-0.302316606	-0.7477989	-3.68703100407432	0.11660366968285493
STK10	-0.531853	-5.4157971	2.8815102	-1.9398016	-1.737544	-7.3241491	2.0768302	-2.071933	9.2429924	1.52	-3.19106	-0.5503521	-2.59	-0.5091139	1.7770903	-1.801184	-3.514942533	-0.575294155	-0.1116791	-1.75342514987134	-0.8059852818935669
LYN	0.531788	1.0010562	2.9586053	3.6266169	NA	-4.5544062	-2.2214889	NA	7.4239023	2.02e-01	7.055949	2.5769685	6.46	2.3432693	4.7914278	NA	1.903520997	5.106237163	1.2871316	4.20297023362659	2.6291498937427407
REEP4	-0.531325	1.2358039	0.191212	-1.5519952	NA	1.8282291	2.1268488	2.869179	-6.5774988	2.97	-1.5004	1.2823336	1.14	1.2645755	5.8757476	NA	2.057754232	0.130641765	0.7005566	0.949640427190088	0.8034057513438939
ATIC	-0.531064	-3.8105693	0.0480482	1.0294054	NA	-1.9928227	1.2671663	NA	0.2522747	2.03	-1.997124	-1.9893303	-6.01	-1.8980049	-2.9122513	NA	-0.777263665	0.188521743	-1.0734729	-0.482917086564603	-1.0976119887390943
JADE2	-0.530354	NA	-2.6874351	-1.9105229	-1.634659	-5.8606734	1.4936963	NA	6.4294886	9.24e-01	-3.213814	-1.5698198	-4.33	-1.4436845	-2.55244	-3.371945	-0.753824929	-0.734574145	-0.0104433	-0.701652954924768	-1.2477032293847092
POLD1	0.53025	1.4438204	0.5897834	-1.0819726	NA	2.8292618	0.7359776	NA	1.6134221	1.86	-2.788747	0.5528307	-2.66	0.7287049	0.0265707	NA	1.448155968	0.526657805	-0.4620976	0.322327914725846	0.3655850639838733
LIN37	0.529986	1.9183931	3.4942588	1.3027672	0.395905	1.3158514	1.7121251	NA	-2.9707887	8.00e-01	-1.688011	1.1493268	1.57	1.2417899	-2.5748132	-1.613559	0.596036845	-3.81327703	-1.7904425	3.53635610149438	0.26904762192075693
FAM129A	-0.529801	-2.5821265	2.2387899	1.4196578	NA	1.6319907	-3.412292	-3.771528	-5.5827948	-2.02	4.096642	-0.4214082	3.11	-0.5726247	5.4554036	NA	-0.26390837	2.120322348	2.0011986	NA	0.17161890458823525
MFGE8	0.529245	-0.2905471	1.6206264	-1.5755589	NA	1.853831	-1.2698845	2.09731	-3.2475368	-1.85	-2.932615	-3.7378461	-4.22	-3.566244	0.870311	NA	-0.176243455	-1.049095714	0.8503861	-3.5829295291775	-1.093155088787639
ZUFSP	-0.528999	2.0832154	-0.7440611	NA	-0.346531	-0.1353652	3.5380251	NA	0.1886324	3.29	-2.280767	-0.5341732	-1.32	-0.3346612	NA	-2.259716	-0.262987236	0.968379168	1.0457977	NA	0.147924302
MUTYH	0.528819	0.3796515	-0.783491	-1.5255879	NA	-0.5914795	1.6186344	NA	-4.3603571	-2.08	-3.089193	-5.1010409	-5.03	-4.9008024	-1.875411	NA	0.843526011	-2.348738681	-1.4011115	-3.00113307994712	-1.924571479408654
ATP10D	0.528402	-2.7036759	0.6024654	-1.6161839	NA	1.5996298	3.1522147	NA	-3.93218	-5.90e-01	NA	-0.9200781	-1.47	-1.3036424	-1.3263966	NA	-2.030315558	-0.075492678	-0.9777633	0.814453704093885	-0.6405351769941321
RNF167	0.528109	-1.5916051	1.3528061	-1.4848629	NA	2.7404832	0.7089766	NA	0.2068663	5.96e-01	-2.201376	-0.3747138	-2.32	-0.2322236	-1.6228227	NA	-0.160538265	-5.33120189	-1.0999593	-1.98152544756918	-0.7216228119158341
EPG5	0.528083	NA	4.0737789	NA	2.096612	6.3388592	-2.9062109	NA	-7.672782	5.28	5.398908	0.6084107	2.72	-0.6092161	NA	2.765554	0.647522169	2.782316718	2.3249756	2.34919163752906	1.6703751827830664
TCEA3	-0.528065	2.3295375	0.4555707	NA	2.747639	-3.1910679	2.2783963	NA	-1.8310737	2.63	-2.884597	-1.2551123	-5.66	-1.1615252	NA	4.019234	0.697995769	-0.487455761	-2.0600619	-3.47731162529909	-0.43399394807641706
DOLPP1	-0.528013	2.8693889	1.2418147	-3.5286423	NA	-1.540125	3.4702927	3.18261	2.5781251	-1.20	-3.143149	-0.5011508	-2.25	-0.320324	-0.1750428	NA	1.168320598	1.765492464	-1.8828445	-2.35163834782578	-0.06360473810143225
DPP9	-0.52798	-0.3839308	0.4443258	NA	0.896321	7.6136684	-2.0233271	NA	-4.3100847	4.64	-3.182423	2.3053595	-2.84	2.5409034	NA	3.59522	-0.005469294	0.021108599	-0.8982474	1.6068771445758	0.5583718558574
TULP4	-0.527394	1.7104761	1.4860804	-2.7292011	-3.769162	-0.7270493	3.3243645	-1.164488	5.1239241	4.54	-3.932829	-0.7886022	-5.78	-0.7344505	-0.2017853	-2.36612	-0.436977034	-0.940949062	-0.6648819	-1.49972650784146	-0.503938540192073
ACTN4	0.527119	-3.8689553	3.6757375	-1.6498165	NA	-0.6324948	-1.7139671	1.893954	1.8686621	1.86	0.184905	2.4333682	-6.00e-01	2.543983	3.8274799	NA	0.175772425	1.916946779	1.3325131	2.30170364263524	0.8931617192575132
ACER3	-0.526897	3.3850068	-2.4794709	NA	2.031281	2.7498823	-1.226185	NA	4.9788942	3.54	4.77725	1.6426155	2.44	1.495216	NA	1.709277	0.480328195	1.143104805	3.1422665	3.64394039234405	1.9368535171967087
C15orf52	-0.526033	3.3698894	1.7178424	NA	0.21755	0.7685947	1.6483381	NA	-2.2228905	-3.85	1.332913	-0.2017978	2.23	-0.1582936	NA	-0.485148	0.192574239	-0.564556399	0.1610501	NA	0.22687704000000006
RNFT2	0.526022	-2.6646464	1.8175149	-2.2821232	NA	4.0443085	-1.4320389	NA	-1.9439539	1.92	-0.057531	-1.3287338	-5.06	-1.170321	-2.1497675	NA	2.45404626	0.602494964	-1.5211799	-1.85285300601944	-0.5940448224717317
COX17	-0.525473	4.8919835	1.1162086	NA	NA	2.3837218	3.2868261	3.43267	-5.093867	1.59	-2.234056	1.8485801	7.56e-02	1.927182	NA	NA	-1.567518023	-7.161627246	0.1713152	-0.769084864908568	0.21077882288071442
TMEM258	-0.525456	NA	-0.3113462	-1.160242	NA	1.1821217	1.1640722	NA	-3.8075526	-1.02e-01	-3.466896	-0.2415762	-2.10	-0.2659854	3.5897706	NA	NA	NA	-0.8821881	-0.484270844796105	-0.5293963460568647
TTC39B	-0.52535	1.1453842	-1.7634863	NA	-1.98033	1.6466543	2.7240205	NA	-3.7060917	-7.32e-01	-1.245181	-0.6048591	1.04	-0.6907413	NA	-1.689178	-1.855037595	-3.835050304	-1.0034706	0.959158908473829	-0.7126798817956571
NAGPA	-0.525332	1.6877664	-0.6064929	-1.1049439	NA	-3.4582811	2.9914764	NA	2.2160897	1.64	-2.632242	1.0877259	-3.47	1.1997906	2.894911	NA	-0.603242002	2.453243856	-0.3589386	-1.60348402837119	0.10635572503698873
CNPY3	-0.52466	1.6074999	3.4224034	1.9627493	-0.728342	-4.9138183	-1.3208753	2.230275	-6.6022265	1.95e-01	5.700533	3.1980598	1.86	3.3402272	1.4840399	-0.564086	-1.113925272	-1.208473966	-0.6107015	1.00444009316643	0.42090593775832164
MED24	0.524396	1.539612	1.3057325	-1.5384218	NA	0.6162766	-0.5139705	-0.45616	-0.3975182	3.56	-1.806823	-0.1535852	-3.24	0.1258475	1.6954293	NA	1.754319407	2.366383107	-1.102364	0.605756532182678	0.2713839025657043
ADAP2	0.523702	2.4845354	1.4155548	-0.2005409	0.148065	-5.5900219	3.1579138	NA	-6.226668	3.61	3.437874	2.7202464	8.93e-01	2.6166774	0.9352058	0.508653	1.551391173	4.477917474	2.0013578	4.71643740015898	1.2200684551136307
SFXN1	-0.523415	-2.010834	-1.9229609	-0.6876217	-0.785575	3.2491757	3.0685481	5.880344	-6.1753514	1.84	-4.574481	0.8678046	-2.23	0.7688899	-0.4515816	-1.182146	0.71684521	0.278935651	-0.1123599	-1.49952568720742	-0.27426545131037106
NUP205	-0.523282	-1.0894524	-0.2410418	-0.166952	NA	-5.8000887	-0.3902388	NA	-5.7584709	3.68	-1.811471	0.3172528	-4.14	0.326458	-1.1639091	NA	0.469510708	1.065575104	-0.1094258	-0.7337369859432	-0.9452513455260705
FBXO31	-0.523065	-2.2437869	1.9719964	-2.1588066	-1.708191	3.2115979	2.0043814	0.950821	-5.3166089	2.94	-4.352771	-1.4363732	-6.02	-1.2929304	-0.4307022	-3.43632	-0.648365788	1.294444077	-2.1012221	-2.67342573224635	-1.0984664021623174
PDDC1	-0.522989	2.3767621	-1.4005009	NA	-0.492563	-2.9372238	-2.6590449	NA	1.1134198	NA	4.576129	-1.7132502	-5.51	-1.7953771	NA	-2.558429	-0.260876304	-1.260704623	-4.1830395	NA	-1.1485124951333332
CORO1C	-0.522835	-2.4662927	2.5642411	4.801464	0.72386	5.8350896	1.6086582	NA	-2.561159	1.65	1.481108	3.7363359	2.92e-01	3.5249559	0.2909292	0.659702	-1.133100675	1.631686241	2.6995064	0.619591107632289	1.3387231722964366
MBTPS1	0.522329	-2.0530684	-2.3431454	-2.8144268	NA	-6.5583488	2.4886971	NA	6.2880172	2.65	-4.712987	-1.1836246	-4.85	-1.274331	-4.1842739	NA	-0.747679131	-0.814969829	-1.3777343	-3.66610802317531	-1.4489208166573713
PTH1R	0.522073	1.323856	1.4577187	-3.1137964	NA	4.5102599	3.3331197	NA	0.3346881	NA	NA	0.3643491	1.01	0.2905911	-0.6066116	NA	0.418337875	-0.322033506	0.5045226	1.98342582793849	0.8007000264625659
TOMM40L	-0.521398	7.1130889	0.1524475	NA	-0.604352	-0.2645017	5.3411839	NA	2.0603468	4.00	NA	4.2562808	8.96e-01	4.3054067	NA	-0.394351	3.324216424	6.458927708	3.2923776	4.33369798107838	2.7343357258173984
TRIML1	-0.520623	1.8403397	-0.0830658	NA	NA	2.2123775	-0.8277919	NA	1.7053732	NA	NA	1.3755499	-4.22e-01	1.6523278	NA	NA	-0.157809222	2.136657079	-1.0912652	1.37320603205409	0.7071750837733917
ERF	-0.519053	-2.1939908	-1.6318212	-1.5031316	-0.715659	-1.7196389	-2.1082126	-1.318437	1.5890194	-3.15	-2.503419	-1.194668	-7.46e-01	-1.1354717	-1.2270785	-0.864241	-0.678278947	-6.549475614	-0.4256229	-3.07239875874067	-1.5833789559870333
CDK4	-0.51901	-1.0309283	-0.3775617	-1.1669543	NA	-2.7260105	-0.4217554	NA	-2.8630936	2.93	-3.64198	-2.4087634	-5.58	-2.0941087	-0.423445	NA	-0.587369952	0.756294673	-1.920054	-0.806902670891016	-1.34597899117006
PGM5	0.518639	2.4271929	1.8461209	-0.3400329	0.948953	2.6246714	3.6246127	NA	-1.1674674	1.48	1.418539	2.2742104	1.02	2.5306588	1.6369614	1.229982	0.969103325	2.615154613	0.6637986	-1.88668807194211	1.286021561371468
GP1BA	-0.518139	-0.7991429	1.3143066	-0.4726079	NA	-1.6990495	-2.7163425	2.322461	6.1859532	6.37e-01	1.742369	2.7249723	2.36	2.8440071	1.1755077	NA	-0.745983816	-0.974053613	0.2890804	4.50235139692563	1.0095938593292015
HIST1H2BJ	-0.51719	3.501955	0.9933192	2.1827006	NA	-2.0438095	2.1054855	NA	4.189202	-4.15	3.24577	3.1246056	4.60	3.169922	0.1430064	NA	1.59728281	5.718972416	1.3857177	NA	1.827933732875
CCNJL	0.516718	-1.5355754	1.6379208	-1.3207185	NA	2.6514774	2.5132528	NA	-0.1891293	-3.06	-0.304774	0.5574795	2.79	0.5553752	4.0842906	NA	-1.239286649	-1.908136819	-0.4076072	1.31671068420532	0.3916468891885483
SYNCRIP	-0.516351	-3.3336751	2.3890205	4.2169613	-0.054549	-7.4294457	0.3358434	-1.292616	-8.298443	6.23	0.65194	1.4172128	-2.63	1.3309078	-3.6047395	0.475825	-1.05401664	1.532476833	0.7194935	1.25383650665849	-0.3830159150170754
PLCD1	-0.516122	-0.0973536	0.1178283	-1.6865196	NA	-0.162316	-1.2422059	NA	1.827981	1.39e-01	-4.081509	0.8657967	-2.04	0.8334546	1.6458351	NA	2.197381413	3.839054626	-1.5753171	0.700226620397273	0.04501265643513372
CD36	-0.51607	-1.1916078	-1.7288343	3.439395	-1.114012	1.9628949	4.1457184	NA	4.2404719	3.85	3.633582	3.048584	1.53	2.8833241	1.1362026	-0.233166	0.398308026	2.352823246	1.6605027	-0.980047723183598	1.5009510025692843
IMMP1L	-0.516012	2.6941074	-0.7894632	NA	-1.478156	1.4623177	-2.3832393	NA	-7.7772489	NA	-2.875054	-1.3232622	-2.21	-1.0194459	NA	-2.359549	-1.874626177	-3.462614325	1.0383208	2.48669287465308	-1.2742020142091826
GPR108	-0.51593	0.3228447	2.542212	NA	NA	-1.0095171	-1.1449958	NA	NA	1.24e-01	NA	0.6545428	3.13e-01	0.6332741	NA	NA	-0.335245824	3.633758897	-0.5316376	1.54794640983988	0.4795578909876831
LIN54	0.515818	1.4662111	-1.6832163	NA	0.778557	-0.6649716	2.2282901	NA	-3.0104216	5.14	-2.648032	-0.0760169	-7.56e-01	-0.0097133	NA	3.022451	-0.436428008	-0.927071913	2.3552943	-1.05069750320018	0.24965013975293068
GNLY	-0.51569	-2.5360373	-2.0753584	-1.3542565	NA	-2.9462624	-3.136742	-2.544147	-4.5109728	-2.47	-6.768227	-4.3764536	-4.34	-4.3992525	-2.7576367	NA	-1.999617262	-5.559374513	-2.3551747	-5.48145706254104	-3.340369985418947
CLEC12A	-0.515458	1.0735184	1.897876	NA	-0.616898	1.3266657	-1.618514	NA	4.0756009	4.12	3.071829	4.646865	2.62	4.6361482	NA	-2.447611	1.811643284	2.130321442	1.7987692	2.89348318337468	1.8178964299632168
TRAPPC1	-0.515365	-0.6193964	1.8841906	NA	2.493004	-2.8358832	2.5635793	-1.160547	-4.1971392	-6.27	-1.172568	-0.4622729	6.90e-01	-0.1194001	NA	2.048235	1.865538569	-8.609320723	-0.6328708	0.80866794375816	-0.7911971061245466
HEXB	0.515037	1.2518296	2.8371459	2.6054886	NA	-1.2443406	-0.3140617	-0.387595	7.8603433	3.40	1.219091	3.899938	1.80e-01	3.7998456	0.7637102	NA	1.548660423	4.165142164	2.5941591	0.87951571714276	1.9763282946745973
ARPC1A	0.514914	NA	3.3177767	4.7054237	NA	-6.4491097	1.9788419	NA	8.8644399	3.05	-3.555875	3.3876	-5.98e-01	3.1872363	3.2349014	NA	-0.587310776	4.631804705	1.373292	0.267364014617896	1.7077061964761187
DNAJA4	0.51488	0.8333815	-1.6061002	-2.7277367	0.425974	-4.3877675	-0.5480813	-0.231925	5.6554639	3.87e-01	-3.395439	-0.5218935	1.80	-0.4058089	1.9698529	-0.898128	-1.805081238	0.017748493	3.239437	-0.620283890522837	-0.11522537177614182
CCDC112	-0.514637	1.1615744	-0.7890401	NA	-0.785672	1.627078	-0.4826114	NA	-2.754486	1.75	-4.034114	0.5622475	-3.87	0.5626185	NA	-1.389442	0.273304302	8.392504093	0.551712	-4.14840948586295	-0.22866901122723243
SLC25A37	-0.513974	1.8904512	-1.3454001	3.2816563	2.453786	-5.9148138	0.6087531	4.023182	6.9642587	-1.29	-3.178033	1.6928553	4.61	1.6391473	3.2385412	4.958243	-1.469526623	0.037253296	2.4880595	1.19719444883619	1.2685816910918093
NGLY1	-0.513824	0.5089623	-0.7987463	0.728457	NA	3.4004144	-1.5456702	-3.454041	-6.1580544	1.39	-0.173104	-2.275883	-3.66	-2.0565569	-3.3671026	NA	-0.95466934	-1.544181388	1.2821249	-4.09176972887532	-1.2935357920486288
DPH3	-0.513653	5.8693179	-1.707787	NA	1.615105	0.7459987	2.1427943	0.496355	-2.6597748	-1.64	-0.052097	2.4818355	4.54	2.6143927	NA	1.574984	1.175253589	2.621970939	1.5069502	2.44955611665355	1.2922890080363083
CD24	0.513597	0.9111092	2.2666547	4.0017935	NA	1.6251795	1.6933744	1.784346	-4.7627693	3.41	NA	1.3211785	3.41	1.3303698	4.3492252	NA	2.323019383	2.797597145	NA	1.32115556976225	1.768489412360141
RBBP8	0.513121	4.0288733	2.3317348	2.4440478	NA	-1.2832352	-3.122332	NA	3.4889004	5.08	NA	3.9286997	1.68	4.0536214	5.7713503	NA	NA	NA	2.7959632	2.75946909053259	2.462158127895185
TBPL1	0.513041	2.2109721	-0.5578424	-0.472407	NA	0.7529976	3.8631849	0.257631	0.0496134	4.74e-01	2.18239	3.620522	1.44	3.7575645	-2.457424	NA	-0.888417902	2.175621003	2.2190517	0.741330572169573	1.1045460262871984
C8orf34	0.512663	2.2615315	-1.3104887	NA	1.828036	2.0459959	1.0974438	NA	-1.1521583	-7.75e-01	NA	0.530001	-6.80e-01	0.4121012	NA	2.088047	0.325085529	2.845017007	-1.0683702	2.16948606253469	0.6955869249084181
