Gene	GSE1919	GSE55235	GSE55457	Average
ENPEP	-0.360859	3.4253638	0.4353303	1.1666117
CDIPT	-0.360609	-0.4922341	1.5487866	0.2319811666666666
LUC7L3	-0.360346	2.5651891	-5.1691076	-0.9880881666666667
NXPH4	-0.36009	1.3333254	-1.5065515	-0.17777203333333333
TMED5	0.359478	-2.6666101	0.6805729	-0.5421864
GNG12	-0.359388	-0.3386984	-0.4482937	-0.3821267
ANGEL1	-0.359178	1.3266776	-1.8864943	-0.30633156666666667
KIAA0509	0.359172	0.7501657	-0.9702715	0.04635540000000001
NUDT13	0.359122	1.363736	-1.2312693	0.16386290000000003
MRPL40	-0.359099	1.7779655	3.3633321	1.5940662
MBL2	0.35881	1.0322945	1.2216002	0.8709015666666667
CA6	0.358349	1.6048495	-1.0444591	0.30624646666666666
ZNF148	0.358231	-0.4811104	1.2147226	0.36394773333333336
TGM3	-0.357844	-1.6622702	-0.9692424	-0.9964521999999999
ARFRP1	0.357842	1.8221926	-3.0477459	-0.28923709999999997
MIR6758///MARS	-0.357755	0.7672041	-2.8328982	-0.8078163666666666
ZNF500	-0.357519	-1.0489935	-3.6201721	-1.6755615333333331
AIP	-0.357289	1.0786716	2.1290597	0.9501474333333334
ASGR2	0.357124	2.0732987	-2.0220664	0.13611876666666678
EIF4B	-0.35703	-2.1365552	-1.9159776	-1.4698542666666665
CDKL2	-0.356465	-1.9900054	-1.049744	-1.1320714666666667
ELOVL2	0.356271	-2.1573248	3.2601987	0.48638163333333334
MAGEA11	0.35619	-0.1287448	-0.2482433	-0.006932699999999996
TPD52L1	0.35589	-0.1029177	-0.4288195	-0.05861573333333334
CIR1	0.355714	0.8594165	-1.0198953	0.06507839999999998
CD160	0.355426	0.1261753	2.5621312	1.0145775
ABCB8	0.354939	0.6695168	-0.7503286	0.09137573333333338
CTGF	-0.354916	-0.8607303	0.4127478	-0.2676328333333333
GNAI3	0.35489	2.8343754	2.2067223	1.7986625666666667
BEST1	-0.354848	-2.2976168	-2.0766657	-1.5763768333333334
RPIA	-0.354313	-1.8221093	-1.2925855	-1.1563359333333334
GGPS1	0.35346	3.1690543	2.5835682	2.0353608333333333
SLITRK5	-0.352733	0.672737	0.9303234	0.4167758
B4GALT2	-0.352525	0.3856512	-3.3661317	-1.1110018333333334
HNRNPR	0.352363	-2.7338027	-1.7148512	-1.3654302999999999
F13A1	0.352225	-0.6284266	1.6827837	0.4688607
KIAA0232	0.352211	2.1784906	0.2768495	0.9358503666666667
CFHR4	-0.352148	-0.3002026	-1.3443783	-0.6655763
CLCA1	0.352089	1.9186552	-0.197004	0.6912467333333332
PON3	-0.351985	-1.4456383	0.0278487	-0.5899248666666667
TDO2	0.350859	6.2686201	2.490471	3.036650033333333
APCS	-0.350724	1.041298	-2.0655477	-0.4583245666666667
NAT8B///NAT8	-0.348873	0.7869375	-2.1488548	-0.5702634333333334
DDB1	-0.348238	0.0327635	2.0469192	0.5771482333333333
METAP2	-0.348133	-5.6938169	-1.702695	-2.5815483
RBPJ	0.347825	0.5358028	0.3917824	0.42513673333333335
HIST1H2BL	-0.347743	1.1553331	1.1104552	0.6393484333333334
ADGRA3	0.347673	2.3501955	-0.4824369	0.7384771999999998
MYH15	-0.347264	-0.0928876	-0.4729582	-0.30436993333333334
CRYBA4	0.347195	2.9281625	-0.4040232	0.9571114333333334
PMEL	-0.347039	-1.3704301	-0.8912133	-0.8695608
LOC441155///ZC3H11A	0.346886	-0.9128607	-4.2040971	-1.5900239333333335
ADCYAP1	0.346571	2.9083657	0.4813026	1.2454131000000002
IFNA8	-0.346319	-0.468538	2.8603652	0.6818360666666666
LEFTY1///LEFTY2	-0.346164	-0.8606934	-0.2142977	-0.47371836666666667
SCARB1	0.345684	2.2494123	-1.2841736	0.4369742333333333
SLC34A1	0.344899	-2.3494828	-0.8051046	-0.9365628
ADGRL1	-0.344708	3.0822782	2.7115379	1.8163693666666667
RGS12	0.34452	1.6282298	-4.2965843	-0.7746115000000001
LOC101060363///PPIA	-0.344512	-0.2878598	-3.9708886	-1.5344201333333334
PWAR5	0.344208	-1.0203132	1.6226514	0.31551540000000006
NPPB	0.344011	0.5325583	-0.2384548	0.21270483333333337
NUP88	0.34398	-2.1818373	1.3047608	-0.17769883333333344
LOC100652777///PLA2G10	0.343329	-1.0799638	0.6287091	-0.035975233333333335
TRIM24	0.343248	1.5673992	-1.8020742	0.03619100000000001
ALPK3	-0.343171	-0.6360786	-2.8926	-1.2906165333333333
TNNC2	-0.34268	0.3206826	-0.3268779	-0.11629176666666667
ITGA3	-0.342425	-0.2838151	1.3664896	0.24674983333333333
SMC3	-0.34241	-2.1266458	-5.1458996	-2.5383184666666665
CPSF4	0.342257	-2.2572483	-3.9580871	-1.9576928000000002
KCNE1	0.341986	-0.5268445	-0.4633248	-0.2160611
TSSK2///DGCR14	0.341804	-1.3201105	-2.3183178	-1.0988747666666667
SCN8A	-0.341726	-0.1932637	-0.4940617	-0.34301713333333333
GYS2	0.341355	-0.0719377	0.0297736	0.09973030000000001
HOXC4	-0.341052	0.3432866	-4.7573535	-1.5850396333333332
SLC25A40	0.341022	1.0250331	2.8930474	1.4197008333333334
B4GALNT1	0.340759	0.428665	-1.5886683	-0.2730814333333333
BNIP3L	-0.340648	-3.0066193	0.6564497	-0.8969391999999999
FMO1	0.340636	3.7804176	1.4700788	1.8637107999999998
MAPK1IP1L	0.340573	-3.7406335	-3.0457939	-2.148618133333333
FKBP1B	0.340513	1.098123	1.8490188	1.0958849333333334
DNAJC11	-0.339776	-0.2596081	-2.3688335	-0.9894058666666666
RNF19B	-0.339551	0.6088685	2.7798395	1.0163856666666666
PLA2R1	0.339356	-0.4891411	0.224105	0.024773299999999998
SLC25A3	-0.339342	-0.4131747	-2.060205	-0.9375739
SSR2	0.33934	1.3656997	0.5094469	0.7381622
B3GNT3	0.339301	-0.2155292	-1.1826433	-0.35295716666666666
KLK1	-0.339214	0.7062899	0.7204829	0.3625196
ARL2BP	0.338537	2.4293378	2.1144128	1.6274292
OPRD1	0.338387	1.572214	1.3739838	1.0948616
APP	0.338185	-1.4611937	-8.3219704	-3.1483263666666663
SLC6A15	0.338174	-0.768796	-1.2786025	-0.5697415
CLSTN3	0.337957	-0.2425903	-1.3734577	-0.4260303333333333
LECT1	-0.337671	-1.2113	-1.8016903	-1.1168871
LOC101928634///SNORA67///CD68	0.337478	3.4463616	-1.0196127	0.9214089666666666
PDZD2	-0.337462	-1.143129	1.238226	-0.08078833333333331
PAX4	-0.337355	-2.3263367	0.7027319	-0.6536532666666668
GJB3	0.337249	-2.7624626	3.5344404	0.36974226666666654
ZYX	-0.337168	1.5353401	-0.673669	0.17483436666666663
GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1	-0.336751	-1.2240881	-2.5595068	-1.3734486333333333
ATRNL1	0.336732	0.7780702	-1.2459141	-0.043703966666666684
DBH	-0.336716	0.1619066	-0.0818498	-0.08555306666666666
CP	-0.336422	-2.041556	-0.3269629	-0.9016469666666665
SMNDC1	0.336318	-2.5762058	-0.8367508	-1.0255462
PLPP2	-0.336142	-0.0136287	-0.9579548	-0.43590850000000003
ABCA12	-0.335927	-0.1981573	1.351065	0.2723269
NMU	0.335037	2.2744704	0.7494261	1.1196445
LOC101930322///ABCC6	-0.334893	-0.9085573	-0.2225726	-0.4886743
TNFRSF1A	-0.334759	-0.2727461	-1.2578262	-0.6217771
SDS	-0.334689	1.3558908	-0.6118704	0.1364438
CA12	-0.334546	1.2839914	3.040153	1.3298661333333335
RAB11FIP5	-0.334476	-1.0421559	-2.310433	-1.2290216333333335
CHRNB1	0.334286	2.0462318	3.1477255	1.8427477666666665
SAMM50	0.333702	2.8643155	4.6270473	2.608354933333333
LDB1	-0.333629	-0.8100653	-1.4744997	-0.8727313333333333
PECAM1	0.333462	0.5622991	0.9807641	0.6255084000000001
MSN	-0.333101	0.9843145	0.0963267	0.24918006666666667
FANCI	-0.332995	0.2461442	1.1126414	0.3419302
ADRB1	0.332829	-1.2133047	-0.8737955	-0.5847570666666666
SOX30	0.332747	-0.4488575	1.9953997	0.6264297333333334
HSPG2	-0.332695	2.0951092	-3.9924629	-0.7433495666666667
MAP2K1	0.332681	-1.2070093	-2.5988629	-1.1577304
TBC1D22A	-0.332474	3.4348409	1.9858718	1.6960795666666666
ARNT	0.331553	-0.6210154	-3.5429135	-1.2774586333333333
PMPCB	-0.331329	-0.8787633	0.1757616	-0.3447769
PIP5K1C	0.331131	-0.3613432	-0.1483257	-0.05951263333333332
SSNA1	0.330882	1.5762547	2.70095	1.5360289
C9orf16	-0.330554	2.0553879	2.9805123	1.5684487333333335
RPL6	-0.329204	-1.2561831	-2.6588695	-1.4147522
CST6	0.32911	1.4046403	2.2488936	1.3275479666666667
NIT1	-0.329078	1.3447601	2.6617338	1.2258053
PFAS	-0.328626	-2.0931401	-1.6832839	-1.3683499999999997
TPM3	-0.328481	1.3484675	-0.4323484	0.19587936666666664
FZD6	0.328283	-0.66359	0.717124	0.12727233333333332
TG	0.32806	0.2833615	0.5598613	0.39042760000000004
LOC101927180///ATP6V1F	0.327487	2.2398042	-0.154163	0.8043760666666667
PRSS22	0.327455	0.3996854	0.7265721	0.48457083333333334
NDUFA2	-0.32702	1.8306914	1.7364624	1.0800446
CRTC1	0.326752	2.4767304	-2.6977971	0.0352284333333334
MRS2	-0.326578	5.1375888	2.8793074	2.5634394
LGALS8	0.326545	-2.1597356	-2.4763929	-1.4365278333333336
CCDC181	0.326524	-0.2575414	0.7836718	0.28421813333333334
ASNA1	0.326439	0.8340381	0.1152361	0.4252377333333333
RPL23AP53	0.326399	-0.1462749	-2.9367966	-0.9188908333333333
HNRNPL	-0.326374	-1.1990901	-1.5726255	-1.0326965333333333
PPP3CA	0.325565	0.6859435	-4.8717569	-1.2867494666666668
TBC1D9B	0.325109	4.0479402	-1.4024282	0.9902070000000002
MOCS3	-0.324894	1.048072	-0.8188756	-0.03189920000000005
TAF10	0.324457	0.5143889	2.496941	1.1119289666666667
PIWIL1	-0.324355	0.7264468	-0.8616857	-0.15319796666666669
CYP4F11	0.324057	-1.5772313	-0.8074096	-0.6868613
SEPW1	-0.323981	4.2604778	0.5167044	1.4844004000000002
RLN2	0.323795	-0.9596086	-0.020125	-0.2186462
PIP5K1B	-0.32374	-1.880821	2.7360744	0.17717113333333337
HNRNPH1	0.323645	-2.3079351	-4.9015819	-2.295290666666667
RNF24	0.323569	-1.1514326	-1.6330337	-0.8202991000000001
KPNB1	-0.32349	-1.876175	-3.6394623	-1.9463757666666666
LSM3	0.322986	2.083231	1.2160569	1.2074246333333332
MAGEA12	0.322943	0.823739	0.9463514	0.6976778
KRT17///JUP	0.322765	-1.5967823	-1.3227175	-0.8655782666666667
CHL1	-0.32255	-0.5150382	-0.2339305	-0.35717289999999996
ACKR2	-0.322377	-0.8154014	-2.1492034	-1.0956606000000002
COLEC10	-0.322223	-0.1899105	-1.1103652	-0.5408329
NDUFB7	-0.321933	2.2507517	1.4297892	1.1195359666666667
LYRM1	-0.321837	-2.1586101	0.532934	-0.6491710333333334
DGCR5	-0.321753	0.7362397	-1.4436284	-0.34304723333333326
ALPPL2	0.321462	0.4345726	-3.6345679	-0.9595111
PROP1	-0.32145	-0.3460641	-2.9715482	-1.2130207666666666
SOX15	-0.320611	0.7784091	-2.0499371	-0.5307130000000001
ACE	-0.319891	1.2186268	-1.2539836	-0.11841593333333329
AKAP3	0.319688	-0.4449791	-0.5588427	-0.22804460000000001
DAP	0.319624	1.3993857	4.3556038	2.0248711666666668
MTSS1	0.319232	-9.8328411	-2.9398942	-4.151167766666666
SREBF2	-0.318601	2.5862559	-3.8854676	-0.5392709000000001
KIR2DL4	0.318595	2.7919764	1.7808324	1.6304679333333334
CABP1	-0.318132	-2.0771722	-3.7312834	-2.042195866666667
ABCD2	0.318109	-0.1019215	2.660453	0.9588801666666665
RAB13	-0.317926	-0.2568863	-0.8403915	-0.4717346
ACAP1	-0.31721	2.8505779	2.7683694	1.7672457666666668
PRKAR1B	0.316944	-0.8928718	0.8859656	0.10334593333333335
MYT1L	-0.31691	-1.8320464	0.7839211	-0.4550117666666667
HEPH	-0.316634	1.7507399	1.229061	0.8877223
SLC6A1	0.316421	0.966357	0.3516056	0.5447945333333334
ALG11///UTP14C	-0.316387	1.5699612	1.0406657	0.7647466333333334
ZBTB39	-0.315825	0.6871628	-0.8115003	-0.14672083333333333
AIMP2	-0.315579	-1.328243	-1.6855436	-1.1097885333333333
CHRM3	0.315537	-2.7888513	-0.6089369	-1.0274170666666667
FMOD	-0.315422	-0.2270961	1.6631346	0.3735388333333334
CBR3	0.315075	5.3876509	3.0060129	2.902912933333333
MAD2L1BP	0.314597	0.786586	2.7893181	1.2968336999999999
RIDA	0.314245	1.8544457	1.5400971	1.2362626
STUM	0.314162	-0.2252621	0.3092242	0.13270803333333334
UBE4A	0.313957	0.2492942	-0.6713138	-0.03602086666666667
AGAP1	-0.313737	-1.3896797	-0.6802348	-0.7945505
VPS9D1	-0.313378	-0.0869743	-2.0224072	-0.8075864999999999
SLC22A2	0.312986	0.7720063	0.2667648	0.45058570000000003
GNG4	0.312841	0.2832084	-0.4097948	0.06208486666666668
TPD52L2	-0.311609	3.146839	0.6302062	1.1551454
PIGR	0.311365	0.2229578	-0.3627073	0.05720516666666666
SLC35D2	0.311134	-1.8401216	-0.5959461	-0.7083112333333333
HSPA1L	0.310818	-1.5638998	1.937624	0.22818073333333336
SUMO3	0.310716	1.3273325	3.8962602	1.8447695666666668
KLHDC10	-0.310303	3.7954576	-1.5545032	0.6435504666666668
NOL7	0.309918	-2.823813	1.5990434	-0.3049505333333333
ATXN7L1	0.309773	0.8507579	0.2646884	0.47507309999999997
ARL4A	0.309225	-4.7044359	1.5690667	-0.9420480666666667
TAF5L	-0.309089	0.3042784	-1.349113	-0.4513078666666666
ARHGEF9	0.308808	3.3089576	1.2396162	1.6191272666666665
COL15A1	0.308756	1.1859651	0.1232887	0.5393366
RNASEH2A	0.308532	0.2838193	2.8348182	1.1423898333333333
RASA3	0.308275	1.2698342	-2.2783398	-0.23341019999999993
PPEF2	-0.308275	0.2106513	1.3303312	0.4109025
CNOT1	0.308005	4.0434934	1.8076681	2.0530554999999997
DSCR3	0.307925	2.9597836	-2.7415601	0.17538283333333338
RIT2	-0.307692	0.5495834	1.0774282	0.43977320000000003
HSD11B1	-0.307408	-6.9311982	1.4039624	-1.9448812666666664
GHR	-0.307036	-3.1647027	-0.2235163	-1.2317516666666666
SPTBN2	-0.306781	-0.5555029	-0.0549956	-0.30575983333333334
CETN1	-0.306162	-0.9467831	-2.0512667	-1.1014039333333334
MAGEB2	-0.305765	0.9140046	-0.4677579	0.046827233333333294
ABCB9	0.305301	-2.8020339	-1.3317756	-1.2761695
LOC105379655	-0.305013	-1.2015959	-3.4474998	-1.6513695666666666
NMBR	0.304938	0.9985113	-1.8472566	-0.18126909999999996
BANF1	-0.304696	1.8619176	1.7530607	1.1034274333333334
ATP11B	0.304299	1.0518054	0.0576261	0.4712435
CAPN1	-0.304179	0.5772834	-0.5718943	-0.09959663333333331
GTF2H5	0.303388	3.239845	2.3538642	1.9656990666666665
DLK1	0.303308	0.4106142	-0.6909104	0.007670600000000009
FAM205BP	0.303296	0.4668678	0.2880265	0.3527301
CDK20	0.303222	0.2358623	-1.1736119	-0.21150920000000004
HOMER3	-0.303109	2.0974855	-2.0313188	-0.0789807666666668
GOLGB1	0.302324	-1.5483276	0.3695293	-0.2921581
CDH5	0.302302	0.4630789	-0.3120888	0.15109736666666668
PZP	0.302159	1.1225202	-0.0944954	0.4433946
PTGS1	0.300999	4.0608294	2.2437923	2.201873566666667
METAP1	0.299356	-1.2995318	1.0967196	0.03218126666666662
SH3PXD2A	0.299156	0.6160132	-5.1811749	-1.4220019
GPR162	0.299151	0.7684829	-0.476545	0.19702963333333331
PIK3C2B	-0.299039	0.6214311	1.6977193	0.6733704666666666
NDUFA1	-0.299034	3.5071795	2.0022465	1.7367973333333333
HOXA10	-0.298967	0.1230658	0.5359605	0.12001976666666665
C4BPA	0.298735	-0.2652193	-1.3471587	-0.437881
ARHGEF16	-0.298316	1.8248077	-1.1573024	0.12306309999999998
RIPK2	-0.297866	-3.470242	1.9689282	-0.5997266
POU3F1	0.297808	-0.9244294	-0.3040447	-0.31022203333333326
RELN	-0.297642	-1.5056665	0.7704849	-0.3442745333333333
TNP1	-0.297529	1.054023	-1.7352395	-0.3262485
PPFIA4	-0.297327	0.5896389	-0.9886856	-0.2321245666666667
GSTA4	-0.297232	-0.5469892	1.0210301	0.058936299999999976
CRP	-0.296859	-0.6845006	-0.9929734	-0.658111
RTN4	-0.296246	-3.8573424	-4.8279301	-2.9938395
C5orf22	-0.296111	0.9126357	0.8059827	0.4741691333333334
ATP6V1C1	0.295978	1.4424603	4.0338005	1.9240796
ATP8B1	0.295836	-0.9143036	-4.3038959	-1.6407878333333332
ADH7	-0.294767	0.0663563	-1.2141859	-0.4808655333333333
CNTN5	-0.294621	-0.2079099	-1.1404807	-0.5476705333333333
PEX10	-0.294514	-1.018155	1.5606107	0.08264723333333339
KLRC4-KLRK1///KLRK1	0.29417	3.0036607	2.7555735	2.0178014
ASB1	0.294038	2.9677726	2.3435232	1.8684446000000001
PCDH17	0.294036	-0.5851255	-1.3738104	-0.5549666333333333
SNORA29///TCP1	-0.293986	-2.7850749	-0.8994806	-1.3261805
SEPT7	0.29368	-1.2926262	1.8821545	0.29440276666666665
WDR77	-0.29313	2.5800728	-1.2736033	0.3377798333333333
GRM4	-0.293096	0.8269117	-0.3211488	0.07088896666666666
ZBTB7B	0.293051	-0.4666174	-1.8723161	-0.6819608333333332
ALOX12P2	0.292886	2.4185356	1.3231529	1.3448581666666666
SRGAP2C///SRGAP2B///SRGAP2	-0.292813	2.2763737	0.0208795	0.6681467333333334
ABCE1	0.292733	-1.3290676	-1.7937302	-0.9433549333333332
PSMB1	0.292684	-1.7791841	2.1978654	0.23712176666666665
BCS1L	0.292672	0.3303175	-1.0416955	-0.1395686666666667
DACH1	0.292384	-0.5694233	-0.9091309	-0.3953900666666666
POMC	0.292319	0.0430248	-1.1862427	-0.28363296666666665
PSIP1	0.292143	-2.9194134	3.4008598	0.2578631333333334
ZNF140	0.291934	1.5730657	1.4147849	1.0932615333333333
TUBB3	-0.291836	-0.8976468	-1.6906426	-0.9600418
SLC6A7	0.291761	-0.5114724	-2.1354365	-0.7850493
ZMIZ2	-0.291646	2.263032	-2.9292706	-0.3192948666666668
TSC2	0.291285	1.4698059	-2.456141	-0.23168336666666667
SF3B4	0.291181	-0.2356765	0.1341771	0.0632272
DEFB1	0.291101	-0.4094821	-1.6536596	-0.5906802333333333
SLC2A1	0.290806	-3.6315111	0.3812516	-0.9864845
CAND2	-0.290465	-1.8602039	-0.0116266	-0.7207651666666667
MYOD1	0.290197	1.3117951	0.0159022	0.5392981
CDSN	-0.29012	0.8743576	-2.785854	-0.7338721333333332
SI	0.289874	1.0593959	0.3470818	0.5654505666666666
GGCT	-0.289305	-0.3626725	-2.1432457	-0.9317410666666667
LSP1	-0.289279	2.9261133	0.2832127	0.9733489999999999
ANKRD26	0.289118	1.1218622	3.0498435	1.4869412333333336
ALDOB	-0.28835	1.1727404	-3.208737	-0.7747822000000001
TSNAX	0.288219	-0.3801463	-0.1509211	-0.08094946666666666
IGSF9B	0.287894	0.5351382	-1.4912789	-0.2227489
MLLT10	0.287552	-1.6458956	-3.7680399	-1.7087945
TMEM109	-0.287343	0.9231723	1.099403	0.5784107666666666
PFKP	0.287292	-1.5925408	0.9600831	-0.11505523333333341
EIF2B2	0.287184	-0.7250896	2.6471784	0.7364242666666666
FMO3	-0.286792	-1.5975074	1.3095058	-0.19159786666666667
FAM168B	-0.28605	-0.9271866	-2.276139	-1.1631252
OPRK1	0.285624	-0.2514028	-1.3507665	-0.43884843333333334
RAB40A	-0.285157	-0.6464329	-1.1660807	-0.6992235333333333
KLHL9	0.284942	1.3880858	1.95619	1.2097392666666666
HNRNPU	-0.284448	-4.3707736	-6.1535919	-3.6029378333333333
C14orf1	-0.284393	1.8061688	1.3810199	0.9675985666666667
DDHD2	0.284241	0.9067782	0.4880056	0.5596749333333333
PLA2G6	0.283843	1.2952754	-2.8361026	-0.41899473333333326
ZIC1	-0.283564	-0.7305487	0.954536	-0.019858900000000013
CTNS	-0.283407	1.9611584	-1.9398688	-0.08737246666666665
SEC24B	0.283234	-2.4322114	1.3860356	-0.25431393333333324
KCNJ6	-0.283165	2.0906236	0.8714557	0.8929714333333333
COX6B1	-0.283067	-0.0107499	0.0555785	-0.07941279999999999
FGB	-0.283031	1.0047107	1.4707392	0.7308062999999999
EREG	0.283	-4.0817031	-2.1987704	-1.9991578333333333
MUC5B	-0.282965	-0.2667904	-2.7535079	-1.1010877666666665
CYTH2	-0.282708	0.4491616	1.76307	0.6431745333333333
VAV2	0.282561	2.4227943	-2.4470079	0.08611579999999996
IMPA1	-0.282523	-1.4514648	0.223768	-0.5034066
RPL36A-HNRNPH2///HNRNPH2	0.282469	-3.7135475	-0.5612558	-1.3307781
MRPS14	-0.282066	-0.7638431	3.4901609	0.8147506
PDGFB	0.281976	2.9921776	-2.8548241	0.13977649999999997
TARDBP	-0.281968	-2.8279321	-1.7509772	-1.6202924333333335
ALDH3A1	-0.281784	0.248239	-1.4939861	-0.5091770333333333
KCNA1	-0.281738	4.0648317	-0.8565797	0.9755046666666667
ADGRB1	-0.281133	-0.1459031	2.637829	0.7369309666666667
FER	0.281036	-2.4513972	-3.2156755	-1.7953455666666667
TTC9	0.280673	4.0101989	2.1787282	2.156533366666667
NDUFS7	-0.280542	0.8544228	1.8837257	0.8192021666666666
LTF	-0.280443	-2.4154906	0.6434781	-0.6841518333333333
KAT7	0.279747	-0.8938375	2.7137154	0.6998749666666667
TADA2A	0.279619	-0.593761	-2.1074023	-0.8071814333333333
ARCN1	0.279482	0.0862158	-0.8959577	-0.17675329999999997
CLASP1	-0.279087	-1.1490719	0.1224381	-0.43524026666666665
EBP	-0.278429	1.3134525	-1.2086921	-0.057889533333333354
IFNA4	-0.27813	-1.3082103	0.5121019	-0.3580794666666667
MSH5-SAPCD1///SAPCD1///MSH5	0.277785	1.7937096	-0.2525439	0.6063168999999999
C19orf57	-0.27756	-1.8407635	-0.5306174	-0.8829802999999999
UBXN4	-0.277545	1.4064719	-5.5588603	-1.4766444666666665
SMARCA5	-0.277257	3.7952497	-1.6528915	0.6217003999999999
TOX4	-0.276676	-2.7785152	-6.1436911	-3.0662941000000004
CAMKK2	0.276161	2.3605184	-6.2141209	-1.1924805
RNGTT	-0.276104	1.6138784	-2.6267338	-0.4296531333333333
TAZ	0.276057	-1.170904	-0.51028	-0.4683756666666666
NR2E1	-0.275934	-1.4951678	-0.2922092	-0.6877703333333333
STX7	-0.27592	3.4837208	3.1585435	2.1221147666666664
NEU1	-0.275504	-0.7072389	0.0556483	-0.3090315333333334
GNRHR	0.275184	-1.6002767	1.4363898	0.037099033333333344
ZNF205	-0.275012	-0.7471471	-0.2766394	-0.43293283333333327
MBD2	0.274769	-1.8930329	2.9615303	0.44775546666666677
KMO	0.274652	6.0387174	4.0115749	3.4416481
HOXB6	-0.274646	4.438845	1.6249398	1.9297129333333334
ZNHIT3	-0.274289	0.2844118	1.1654195	0.39184743333333333
CHEK1	0.274118	2.4194241	2.3993071	1.6976164
BIRC2	0.273071	0.0686262	1.8559529	0.7325500333333332
KLK13	0.273045	-1.8404413	-1.7666391	-1.1113451333333333
SIPA1L3	0.272783	0.5979455	-2.5351084	-0.5547932999999999
MGRN1	-0.272349	1.2617817	0.3660538	0.45182883333333335
MAPK3	-0.272303	0.7360744	1.3482608	0.6040107333333333
ATMIN	0.272233	1.8383154	1.0971737	1.0692407
TUBB2B	0.2719	0.9899939	0.5594985	0.6071308000000001
HDAC4	0.27178	2.3936139	-0.5332766	0.7107057666666666
NOS1AP	0.271334	-0.7514881	-1.0683351	-0.5161630666666667
CLCNKB///CLCNKA	-0.271043	0.4040041	-1.1499563	-0.3389984
NTSR2	-0.270517	-0.0813436	-1.229325	-0.5270618666666667
VGLL1	-0.270473	1.386872	0.6059673	0.5741221
CAMK2A	0.269632	1.5507439	2.6508538	1.4904099000000002
SULT2A1	-0.269456	-1.0448392	-2.3131058	-1.2091336666666666
OS9	-0.269237	-0.840249	-0.9127549	-0.6740803
USP12	0.269165	-2.6479199	-4.3351178	-2.2379575666666667
CCL16	0.269092	-2.0630438	-1.2537151	-1.0158889666666666
JARID2	0.268994	-3.5279596	-2.2160748	-1.8250134666666664
NTRK1	-0.268868	0.5888794	0.0988696	0.13962700000000003
CDKN2C	-0.268457	-0.8081735	1.486934	0.1367678333333333
ERBB4	0.267346	1.0332928	-2.0983631	-0.26590810000000004
CLGN	0.267329	1.0124651	0.7226357	0.6674766
BAG2	0.267294	-0.9768608	0.4423526	-0.08907139999999998
WIPI1	-0.267159	-1.6508395	2.018793	0.03359816666666671
CRISP1	-0.267037	0.4482153	-1.1176194	-0.3121470333333333
CLUL1	-0.266972	-1.1294698	-0.9508139	-0.7824185666666666
FBLN5	0.266534	-0.129159	0.7200615	0.2858121666666667
CPOX	-0.266443	1.5158132	2.4260874	1.2251525333333333
RALGAPA1	-0.266354	-2.5676322	-3.5088931	-2.1142931
ATAD2B	-0.266283	2.1481775	0.6482371	0.8433771999999999
NEK3	0.265104	0.2660199	1.4326864	0.6546034333333334
HMGA2	-0.264658	0.8225612	-0.1964849	0.12047276666666666
MINOS1-NBL1///NBL1	0.264564	4.0489905	-0.0639332	1.4165404333333333
ATP6V0A1	-0.264482	1.5196733	-1.504227	-0.08301190000000003
ADGRL3	-0.264385	-1.5519532	-0.9541681	-0.9235021
ANKRD6	0.264376	-0.5076729	-1.3028825	-0.5153931333333334
MROH7	-0.264089	2.0980122	-0.6610361	0.3909623666666666
PRL	-0.26403	1.188283	-0.7027244	0.07384286666666666
MYBPC2	0.264012	0.9924492	0.5870164	0.6144925333333333
GRIA2	0.263497	1.7859595	-0.0107496	0.6795689666666666
MFSD7	0.263448	3.280683	-2.1872432	0.4522959333333332
MMP20	0.263448	-1.065221	-1.1013505	-0.6343745
BAMBI	-0.263302	-1.4924408	-0.255684	-0.6704756
HDAC6	-0.262693	2.0274978	-4.1564305	-0.7972085666666667
CPM	-0.26208	-0.1207965	-2.7525375	-1.045138
NPEPPS	0.261986	-0.8843025	-3.8835156	-1.5019440333333334
CHRNA1	-0.261305	-0.9490751	0.7531965	-0.15239453333333333
SLC9A3	0.261234	1.1383848	0.2697831	0.5564673
MUTYH	0.260772	1.4993934	-0.0217814	0.5794613333333333
ARHGAP32	-0.260746	-1.9297828	-2.4458667	-1.5454651666666666
THAP9-AS1	-0.260618	-7.0990913	-2.0300625	-3.1299239333333335
ANKRD46	0.26045	1.6084808	0.6605274	0.8431527333333334
RRAGB	-0.260356	-0.9641092	0.748277	-0.15872940000000002
GDF5	-0.260232	0.9449893	-1.6007033	-0.3053153333333333
MFN2	-0.260214	1.5899132	-5.6730763	-1.4477923666666666
ART3	0.259941	1.0868486	1.9367766	1.0945220666666666
GNB5	0.259826	-1.0491764	-2.3345995	-1.0413166333333332
CA11	-0.259693	0.5682864	0.2483578	0.1856504
ETF1	-0.259415	-3.6632127	-1.8927649	-1.9384642
TCEB2	-0.259307	2.4805006	-1.5627009	0.21949756666666662
SNUPN	0.259261	2.3262384	1.473147	1.3528821333333332
BTBD2	-0.258707	1.1200591	1.9882907	0.9498809333333332
